src,ein,legal_name,address,postcode,borough,latitude,longitude
,11-2423857,"Haitian Americans United for Progress, Inc.",221-05 Linden Boulevard,11411,QUEENS   ,40.694826,-73.739107
,11-2423857,"Haitian Americans United for Progress, Inc.",221-05 Linden Boulevard,11411,QUEENS   ,40.694826,-73.739107
,11-2423857,"Haitian Americans United For Progress, Inc.",221-05 Linden Boulevard,11411,QUEENS   ,40.694826,-73.739107
,11-2423857,"Haitian Americans United for Progress, Inc.",221-05 Linden Boulevard,11411,QUEENS   ,40.694826,-73.739107
,11-2432846,"Southern Queens Park Association, Inc.",177-01 Baisley Boulevard,11434,QUEENS   ,40.686284,-73.768455
,11-2432846,"Southern Queens Park Association, Inc.",177st & Bailey Boulevard ,11434,,,
,11-2432846,"Southern Queens Park Association, Inc.",177-01 Baisley Boulevard,11434,QUEENS   ,40.686284,-73.768455
,11-2432846,"Southern Queens Park Association, Inc.","Roy Wilkins Park, 177th Street & Baisley Boulevard",11434,QUEENS   ,40.687637,-73.772514
,11-2453853,"Ridgewood Bushwick Senior Citizens Council, Inc.",195 Linden Street,11212,BROOKLYN ,40.69537,-73.917486
,11-2453853,"Ridgewood Bushwick Senior Citizens Council, Inc.",555 Bushwick Avenue,11237,BROOKLYN ,40.699372,-73.935647
,11-2453853,"Ridgewood Bushwick Senior Citizens Council, Inc.",555 Bushwick Avenue,11206,BROOKLYN ,40.699372,-73.935647
,11-2453853,"Ridgewood Bushwick Senior Citizens Council, Inc.",1474 Gates Avenue,11237,BROOKLYN ,40.697788,-73.913906
,11-2453853,"Ridgewood Bushwick Senior Citizens Council, Inc.",555 Bushwick Avenue,11206,BROOKLYN ,40.699372,-73.935647
,11-2453853,"Ridgewood Bushwick Senior Citizens Council, Inc.",555 Bushwick Avenue,11237,BROOKLYN ,40.699372,-73.935647
,11-2453853,"Ridgewood Bushwick Senior Citizens Council, Inc.",555 Bushwick Avenue,11206,BROOKLYN ,40.699372,-73.935647
,11-2453853,"Ridgewood Bushwick Senior Citizens Council, Inc.",555 Bushwick Avenue,11237,BROOKLYN ,40.699372,-73.935647
,11-2453853,"Ridgewood Bushwick Senior Citizens Council, Inc.",555 Bushwick Avenue,11206,BROOKLYN ,40.699372,-73.935647
,11-2453853,"Ridgewood Bushwick Senior Citizens Council, Inc.",555 Bushwick Avenue,11206,BROOKLYN ,40.699372,-73.935647
,11-2453853,"Ridgewood Bushwick Senior Citizens Council, Inc.",555 Bushwick Avenue,11237,BROOKLYN ,40.699372,-73.935647
,11-2453853,"Ridgewood Bushwick Senior Citizens Council, Inc.",555 Bushwick Avenue,11206,BROOKLYN ,40.699372,-73.935647
,11-2453853,"Ridgewood Bushwick Senior Citizens Council, Inc.",555 Bushwick Avenue,11206,BROOKLYN ,40.699372,-73.935647
,11-2453853,"Ridgewood Bushwick Senior Citizens Council, Inc.",555 Bushwick Avenue,11206,BROOKLYN ,40.699372,-73.935647
,11-2480339,Church Avenue Merchants Block Association (CAMBA),,,,,
,11-2480339,Church Avenue Merchants Block Association (CAMBA),"1717 Church Avenue, 2nd Floor",11226,BROOKLYN ,40.649355,-73.963318
,11-2480339,Church Avenue Merchants Block Association (CAMBA),"1718 Church Avenue, 2nd Floor",11226,BROOKLYN ,40.649287,-73.963444
,11-2480339,Church Avenue Merchants Block Association (CAMBA),"1719 Church Avenue, 2nd Floor",11226,BROOKLYN ,40.649355,-73.963311
,11-2480339,Church Avenue Merchants Block Association (CAMBA),"1720 Church Avenue, 2nd Floor",11226,BROOKLYN ,40.649339,-73.963307
,11-2480339,Church Avenue Merchants Block Association (CAMBA),"1720 Church Avenue, 2nd Floor",11226,BROOKLYN ,40.649339,-73.963307
,11-2480339,Church Avenue Merchants Block Association (CAMBA),"1720 Church Avenue, 2nd Floor",11226,BROOKLYN ,40.649339,-73.963307
,11-2480339,Church Avenue Merchants Block Association (CAMBA),"1720 Church Avenue, 2nd Floor",11226,BROOKLYN ,40.649339,-73.963307
,11-2480339,Church Avenue Merchants Block Association (CAMBA),"1720 Church Avenue, 2nd Floor",11226,BROOKLYN ,40.649339,-73.963307
,11-2480339,Church Avenue Merchants Block Association (CAMBA),"1720 Church Avenue, 2nd Floor",11226,BROOKLYN ,40.649339,-73.963307
,11-2480339,Church Avenue Merchants Block Association (CAMBA),1720 Church Avenue,11226,BROOKLYN ,40.649339,-73.963307
,11-2480339,Church Avenue Merchants Block Association (CAMBA),"1720 Church Avenue, 2nd Floor",11226,BROOKLYN ,40.649339,-73.963307
,11-2480945,Calvary Baptist Church,111-20 Guy R. Brewer Boulevard ,11433,QUEENS   ,40.691319,-73.787427
,11-2480945,Calvary Baptist Church,111-10 Guy R. Brewer Boulevard,11433,QUEENS   ,40.691583,-73.787621
,11-2480945,Calvary Baptist Church,111-10 Guy R. Brewer Boulevard,11433,QUEENS   ,40.691583,-73.787621
,11-2482974,"Quality Services for the Autism Community (QSAC), Inc.","253 West 35th Street, 16th Floor",10001,MANHATTAN,40.752289,-73.991612
,11-2482974,"Quality Services for the Autism Community (QSAC), Inc.",1968 Eastchester Road,11103,,,
,11-2482974,"Quality Services for the Autism Community (QSAC), Inc.",25-09 Broadway,11106,QUEENS   ,40.763318,-73.928203
,11-2482974,"Quality Services for the Autism Community (QSAC), Inc.",25-09 Broadway,11106,QUEENS   ,40.763318,-73.928203
,11-2482974,"Quality Services for the Autism Community (QSAC), Inc.","253 West 35 Street, 16 Floor",10001,MANHATTAN,40.752289,-73.991612
,11-2482974,"Quality Services for the Autism Community (QSAC), Inc.",25-09 Broadway,11106,QUEENS   ,40.763318,-73.928203
,11-2482974,"Quality Services for the Autism Community (QSAC), Inc.",1968 Eastchester Road,11103,,,
,11-2482974,"Quality Services for the Autism Community (QSAC), Inc.","253 West 35th Street, 16th Floor",10001,MANHATTAN,40.752289,-73.991612
,11-2482974,"Quality Services for the Autism Community (QSAC), Inc.","253 West 35th Street, 16th Floor",10001,MANHATTAN,40.752289,-73.991612
,11-2498292,Gowanus Canal Community Development Corporation,515 Court Street,11231,BROOKLYN ,40.675294,-73.999293
,11-2498292,Gowanus Canal Community Development Corporation,509 Court Street,11231,BROOKLYN ,40.675461,-73.99921
,11-2498292,Gowanus Canal Community Development Corporation,509 Court Street,11231,BROOKLYN ,40.675461,-73.99921
,11-2507910,"Federation of Italian American Organizations of Brooklyn, Ltd. ",,,,,
,11-2507910,"Federation of Italian American Organizations of Brooklyn, Ltd.",6209 20th Avenue,11204,BROOKLYN ,40.618122,-73.98418
,11-2507910,"Federation of Italian American Organizations of Brooklyn, Ltd.",7403 18th Avenue,11204,BROOKLYN ,40.61389,-73.995465
,11-2507910,"Federation of Italian American Organizations of Brooklyn, Ltd.",7403 18th Avenue,11204,BROOKLYN ,40.61389,-73.995465
,11-2507910,"Federation of Italian American Organizations of Brooklyn, Ltd.",7403 18th Avenue,11204,BROOKLYN ,40.61389,-73.995465
,11-2507910,"Federation of Italian American Organizations of Brooklyn, Ltd. ",7403 18th Avenue,11204,BROOKLYN ,40.61389,-73.995465
,11-2601112,"Otsar Family Services, Inc.",2334 West 13th Street,11223,BROOKLYN ,40.590437,-73.983059
,11-2601112,"Otsar Family Services, Inc.",2324 West 13th Street,11223,BROOKLYN ,40.590588,-73.983088
,11-2601112,"Otsar Family Services, Inc.",2334 West 13th Street,11223,BROOKLYN ,40.590437,-73.983059
,11-2623993,"United Black Men of Queens Foundation, Inc.",450 Pennsylvania Avenue,11520,,,
,11-2623993,"United Black Men of Queens Foundation, Inc.",189-26 Linden Boulevard ,11412,QUEENS   ,40.691769,-73.761953
,11-2623993,"United Black Men of Queens Foundation, Inc.",189-26 Linden Boulevard,11412,QUEENS   ,40.691769,-73.761953
,11-2643410,"Jackson Heights-Elmhurst Kehillah, Inc.","33-47 91st Street, Ground Floor",11372,QUEENS   ,40.755586,-73.876834
,11-2643410,"Jackson Heights-Elmhurst Kehillah, Inc.",37-06 77th Street,11372,QUEENS   ,40.748907,-73.88902
,11-2643410,"Jackson Heights-Elmhurst Kehillah, Inc.","33-47 91st Street, Ground Floor",11372,QUEENS   ,40.755586,-73.876834
,11-2652182,Flushing Town Hall,137-52 Northern Boulevard,11354,QUEENS   ,40.763623,-73.829367
,11-2652182,Flushing Town Hall,137-35 Northern Boulevard ,11354,QUEENS   ,40.763478,-73.829992
,11-2652182,Flushing Town Hall,137-35 Northern Boulevard,11354,QUEENS   ,40.763478,-73.829992
,11-2652182,Flushing Town Hall,137-35 Northern Boulevard,11354,QUEENS   ,40.763478,-73.829992
,11-2652182,Flushing Town Hall,137-35 Northern Boulevard,11354,QUEENS   ,40.763478,-73.829992
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc. ",3001 West 37th Street,11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc.","3001 West 37th Street, 2nd Floor",11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc.","3001 West 37th Street, 2nd Floor",11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc.","3001 West 37th Street, 2nd Floor",11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc.","3001 West 37th Street, 2nd Floor",11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc.","3001 West 37th Street, 2nd Floor",11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc.","3001 West 37th Street, 2nd Floor",11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc.","3001 West 37th Street, 2nd Floor",11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc.","3001 West 37th Street, 2nd Floor",11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc.","3001 West 37th Street, 2nd Floor",11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc.","3001 West 37th Street, 2nd Floor",11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc.","3001 West 37th Street, 2nd Floor",11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc.","3001 West 37th Street, 2nd Floor",11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc.","3001 West 37th Street, 2nd Floor",11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc.","3001 West 37th Street, 2nd Floor",11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc.","3001 West 37th Street, 2nd Floor",11224,BROOKLYN ,40.573177,-74.002509
,11-2665181,"Jewish Community Council of Greater Coney Island, Inc. ",3001 West 37th Street,11224,BROOKLYN ,40.573177,-74.002509
,11-2668901,"Cadets Baseball Club, Inc.",1929 Gerritsen Avenue,11229,BROOKLYN ,40.606098,-73.939897
,11-2668901,"Cadets Baseball Club, Inc.",394 Manor Road,10314,STATEN IS,40.618207,-74.123589
,11-2777066,SCO Family of Services,1 Alexander Place,11542,,,
,11-2777066,SCO Family of Services,1 Alexander Place,11542,,,
,11-2777066,SCO Family of Services,1 Alexander Place,11542,,,
,11-2777066,SCO Family of Services,1 Alexander Place,11542,,,
,11-2777066,SCO Family of Services,1 Alexander Place,11542,,,
,11-2777066,SCO Family of Services,1 Alexander Place,11542,,,
,11-2777066,SCO Family of Services,1 Alexander Place,11542,,,
,11-2777066,SCO Family of Services,1 Alexander Place,11542,,,
,11-2777066,SCO Family of Services,5505 4th Avenue,11220,BROOKLYN ,40.643566,-74.015585
,11-2777066,SCO-Family of Services (Brooklyn NFP),1 Alexander Place,10312,STATEN IS,40.557749,-74.180507
,11-2837894,"AIDS Center of Queens County, Inc.",161-21 Jamaica Avenue,11432,QUEENS   ,40.704249,-73.797921
,11-2837894,"AIDS Center of Queens County, Inc.",161-21 Jamaica Avenue,11432,QUEENS   ,40.704249,-73.797921
,11-2837894,"AIDS Center of Queens County, Inc.",,,,,
,11-2837894,"AIDS Center of Queens County, Inc.",97-45 Queens Boulevard,11374,QUEENS   ,40.729234,-73.859886
,11-2837894,"AIDS Center of Queens County, Inc.",175-61 Hillside Avenue Suite 403,11432,QUEENS   ,40.711864,-73.787372
,11-2870422,Queens Comprehensive Perinatal Council,106-46 Guy R. Brewer Boulevard,11433,QUEENS   ,40.698984,-73.793025
,11-2870422,Queens Comprehensive Perinatal Council,106-46 Guy R. Brewer Boulevard,11433,QUEENS   ,40.698984,-73.793025
,11-2870422,Queens Comprehensive Perinatal Council,106-46 Guy R. Brewer Boulevard,11433,QUEENS   ,40.698984,-73.793025
,11-2870422,Queens Comprehensive Perinatal Council,106-46 Guy R. Brewer Boulevard,11433,QUEENS   ,40.698984,-73.793025
,11-2870422,Queens Comprehensive Perinatal Council,106-46 Guy R. Brewer Boulevard,11433,QUEENS   ,40.698984,-73.793025
,11-2870422,Queens Comprehensive Perinatal Council,163-13 Depot Road,11358,QUEENS   ,40.761972,-73.802706
,11-2870422,Queens Comprehensive Perinatal Council (Downstate NY Healthy Start Project staff),163-13 Depot Road,11358,QUEENS   ,40.761972,-73.802706
,11-2870422,Queens Comprehensive Perinatal Council,106-46 Guy R. Brewer Boulevard,11433,QUEENS   ,40.698984,-73.793025
,11-2872641,"Zeta Zeta Lambda Alpha Phi Alpha Youth Programs, Inc.","105-20 Liverpool Street,  #309",11435,QUEENS   ,40.694018,-73.805208
,11-2872641,"Zeta Zeta Lambda Alpha Phi Alpha Youth Programs, Inc.",92-08 173rd St. ,11433,QUEENS   ,40.707509,-73.786589
,11-2944783,Sunnyside Chamber of Commerce,PO Box 4399 ,11104,,,
,11-2944783,Sunnyside Chamber of Commerce,"31-10 Thomson Avenue, Suite M222",11101,QUEENS   ,40.744902,-73.935022
,11-2953522,International African Arts Festival,"1360 Fulton Street, Suite 503",11216,BROOKLYN ,40.680186,-73.94593
,11-2953522,International African Arts Festival,1360 Fulton Street,11236,BROOKLYN ,40.680186,-73.94593
,11-2982841,York College Performing Arts Center,94-20 Guy R. Brewer Boulevard,11451,QUEENS   ,40.702532,-73.795578
,11-2982841,York College Performing Arts Center   ,94-20 Guy R. Brewer Boulevard,11451,QUEENS   ,40.702532,-73.795578
,11-2982841,York College Performing Arts Center,94-20 Guy R. Brewer Boulevard ,11451,QUEENS   ,40.702532,-73.795578
,11-2982841,York College Performing Arts Center,94-20 Guy R. Brewer Boulevard ,11451,QUEENS   ,40.702532,-73.795578
,11-2982841,York College Performing Arts Center,94-20 Guy R. Brewer Boulevard,11451,QUEENS   ,40.702532,-73.795578
,11-3030795,"Clergy United for Community Empowerment, Inc.",89-31 161st Street,11432,QUEENS   ,40.706034,-73.799751
,11-3030795,"Clergy United for Community Empowerment, Inc.",89-31 161st Street,11432,QUEENS   ,40.706034,-73.799751
,11-3030795,"Clergy United for Community Empowerment, Inc.","89-31 161st Street, 10th Floor",11432,QUEENS   ,40.706034,-73.799751
,11-3030795,"Clergy United for Community Empowerment, Inc.",89-31 161 Street 10th Floor,11432,QUEENS   ,40.706034,-73.799751
,11-3030795,"Clergy United for Community Empowerment, Inc. (formerly SQCCE)",89-31 161st Street,11432,QUEENS   ,40.706034,-73.799751
,11-3030795,"Clergy for Community Empowerment, Inc.","89-31 161st Street, Suite 201",11432,QUEENS   ,40.706034,-73.799751
,11-3137355,"St. Albans Multipurpose Community Center, Inc.",190-04 119th Avenue,11412,QUEENS   ,40.688997,-73.75968
,11-3137355,"St. Albans Multipurpose Community Center, Inc.","223-12 Linden Boulevard, 2nd Floor",11411,QUEENS   ,40.694246,-73.737317
,11-3146598,"Queens Lesbian and Gay Pride Committee, Inc.","c/o Rick Mueller, 407 Rugby Road  ",11226,,,
,11-3146598,"Queens Lesbian and Gay Pride Committee, Inc.",407 Rugby Road,11226,BROOKLYN ,40.639804,-73.965096
,11-3146598,"Queens Lesbian and Gay Pride Committee, Inc.","111-55 77th Avenue, #5-L",11375,QUEENS   ,40.715679,-73.834172
,11-3146598,"Queens Lesbian and Gay Pride Committee, Inc.",407 Rugby Road,11226,BROOKLYN ,40.639804,-73.965096
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,10315 Farragut Road,11236,BROOKLYN ,40.649668,-73.89929
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,47 Vandalia Avenue,11239,BROOKLYN ,40.649799,-73.88676
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3199040,Bergen Basin Community Development Corporation d/b/a Millennium Development,2303 Bergen Avenue,11234,BROOKLYN ,40.618831,-73.899992
,11-3223904,Rugby Family Services ,4905 Snyder Avenue ,11203,BROOKLYN ,40.650068,-73.931031
,11-3223904,Rugby Family Services,406 Snyder Avenue,11203,,,
,11-3223904,Rugby Family Services ,4905 Snyder Avenue ,11203,BROOKLYN ,40.650068,-73.931031
,11-3232246,Our Lady of the Blessed Sacrament Church,32-50 204th Street,11361,QUEENS   ,40.769862,-73.785371
,11-3232246,Our Lady of the Blessed Sacrament Church,34-24 203rd Street,11360,QUEENS   ,40.767026,-73.784922
,11-3235349,Community Legal Resource Network (CLRN),,,,,
,11-3235349,"City University of New York School of Law Foundation, Inc., The","65-21 Main Street, Suite 315 F",11367,QUEENS   ,40.738266,-73.824932
,11-3235349,"City University of New York School of Law Foundation, Inc., The",,,,,
,11-3235349,"City University of New York School of Law Foundation, Inc., The",,,,,
,11-3235349,"City University of New York School of Law Foundation, Inc., The",,,,,
,11-3235349,"City University of New York School of Law Foundation, Inc., The",,,,,
,11-3235349,"City University of New York School of Law Foundation, Inc., The",,,,,
,11-3235349,Community Legal Resource Network (CLRN),65-21 Main Street,11367,QUEENS   ,40.738266,-73.824932
,11-3235349,Community Legal Resource Network (CLRN),65-21 Main Street,11367,QUEENS   ,40.738266,-73.824932
,11-3235349,Community Legal Resource Network (CLRN),65-21 Main Street,11367,QUEENS   ,40.738266,-73.824932
,11-3235349,Community Legal Resource Network (CLRN),65-21 Main Street,11367,QUEENS   ,40.738266,-73.824932
,11-3235349,Community Legal Resource Network (CLRN) ,65-21 Main Street - Suite 315-F,11367,,,
,11-3235349,"City University of New York School of Law Foundation, Inc. - CUNY Citizenship and Research Project",,,,,
,11-3235349,"City University of New York School of Law Foundation, Inc., The","101 West 31st Street, Suite 900",10001,MANHATTAN,40.748084,-73.989588
,11-3235349,Community Legal Resource Network (CLRN),"c/o CUNY School of Law, 65-21 Main Street",11367,QUEENS   ,40.747818,-73.943583
,11-3235349,Community Legal Resource Network (CLRN),"c/o CUNY School of Law, 65-21 Main Street",11367,QUEENS   ,40.747818,-73.943583
,11-3235349,Community Legal Resource Network (CLRN),"c/o CUNY School of Law, 65-21 Main Street",11367,QUEENS   ,40.747818,-73.943583
,11-3235349,Community Legal Resource Network (CLRN),"c/o CUNY School of Law, 65-21 Main Street",11367,QUEENS   ,40.747818,-73.943583
,11-3235349,Community Legal Resource Network (CLRN),"c/o CUNY School of Law, 65-21 Main Street",11367,QUEENS   ,40.747818,-73.943583
,11-3235349,Community Legal Resource Network (CLRN),"65-21 Main Street, Suite 315-F",11367,QUEENS   ,40.738266,-73.824932
,11-3235349,Community Legal Resource Network (CLRN),"c/o CUNY School of Law, 65-21 Main Street",11367,QUEENS   ,40.747818,-73.943583
,11-3235349,Community Legal Resource Network (CLRN),"c/o CUNY School of Law, 65-21 Main Street",11367,QUEENS   ,40.747818,-73.943583
,11-3235349,Community Legal Resource Network (CLRN),"c/o CUNY School of Law, 65-21 Main Street",11367,QUEENS   ,40.747818,-73.943583
,11-3235349,"City University of New York School of Law Foundation, Inc., The","CUNY School of Law, 65-21 Main Street",11367,QUEENS   ,40.747818,-73.943583
,11-3235349,"City University of New York School of Law Foundation, Inc. - Community Legal Resource Network","CUNY School of Law, 65-21 Main Street",11367,QUEENS   ,40.747818,-73.943583
,11-3271472,Noel Pointer Foundation,239 Bergen street,11217,BROOKLYN ,40.684381,-73.984435
,11-3271472,Noel Pointer Foundation,"1368 Fulton Street, 3rd Fl",11216,BROOKLYN ,40.680175,-73.945717
,11-3271472,Noel Pointer Foundation,239 Bergen street,11217,BROOKLYN ,40.684381,-73.984435
,11-3271472,Noel Pointer Foundation,239 Bergen street,11217,BROOKLYN ,40.684381,-73.984435
,11-3271472,Noel Pointer Foundation,239 Bergen street,11217,BROOKLYN ,40.684381,-73.984435
,11-3271472,"Noel Pointer Foundation, Inc., The","1368 Fulton Street, 3rd Floor",11216,BROOKLYN ,40.680175,-73.945717
,11-3271472,"Noel Pointer Foundation, Inc., The","1368 Fulton Street, 3rd Floor",11216,BROOKLYN ,40.680175,-73.945717
,11-3271472,"Noel Pointer Foundation, Inc., The","1368 Fulton Street, 3rd Floor",11216,BROOKLYN ,40.680175,-73.945717
,11-3271472,"Noel Pointer Foundation, Inc., The","1368 Fulton Street, 3rd Floor",11216,BROOKLYN ,40.680175,-73.945717
,11-3271472,"Noel Pointer Foundation, Inc., The","1368 Fulton Street, 3rd Floor",11216,BROOKLYN ,40.680175,-73.945717
,11-3271472,"Noel Pointer Foundation, Inc., The","1368 Fulton Street, 3rd Floor",11216,BROOKLYN ,40.680175,-73.945717
,11-3271472,"Noel Pointer Foundation, Inc., The","1368 Fulton Street, 3rd Floor",11216,BROOKLYN ,40.680175,-73.945717
,11-3302911,Battered Women's Resource Center,"P.O. Box 20181, Greeley Square Station",10001,MANHATTAN,40.74865,-73.988317
,11-3302911,Battered Women's Resource Center,"P.O. Box 20181, Greeley Square Station",10001,MANHATTAN,40.74865,-73.988317
,11-3302911,Battered Women's Resource Center,"328 Flatbush Avenue, Suite 342",11238,BROOKLYN ,40.676707,-73.972128
,11-3306111,"Business Outreach Center Network, Inc.",85 South Oxford Street,11217,BROOKLYN ,40.686918,-73.973563
,11-3306111,"Business Outreach Center Network, Inc.",96-11 40th Road,11368,QUEENS   ,40.748438,-73.868738
,11-3306111,"Business Outreach Center Network, Inc.",85 South Oxford Street,11217,BROOKLYN ,40.686918,-73.973563
,11-3307754,"Creative Outlet Dance Theatre of Brooklyn, Inc.","80 hanson Place, Suite 303",11217,BROOKLYN ,40.685488,-73.974421
,11-3307754,"Creative Outlet Dance Theatre of Brooklyn, Inc.","80 hanson Place, Suite 303",11217,BROOKLYN ,40.685488,-73.974421
,11-3307754,"Creative Outlet Dance Theatre of Brooklyn, Inc.","80 hanson Place, Suite 303",11217,BROOKLYN ,40.685488,-73.974421
,11-3307754,"Creative Outlet Dance Theatre of Brooklyn, Inc.","80 Hanson Place, Suite 303",11217,BROOKLYN ,40.685488,-73.974421
,11-3307754,"Creative Outlet Dance Theatre of Brooklyn, Inc.","80 Hanson Place, Suite 303",11217,BROOKLYN ,40.685488,-73.974421
,11-3307754,"Creative Outlet Dance Theatre of Brooklyn, Inc.","80 Hanson Place, Suite 303",11217,BROOKLYN ,40.685488,-73.974421
,11-3307754,"Creative Outlet Dance Theatre of Brooklyn, Inc.","80 Hansen Place, Suite 303",11217,,,
,11-3307754,"Creative Outlet Dance Theatre of Brooklyn, Inc.","80 Hanson Place, Suite 303",11217,BROOKLYN ,40.685488,-73.974421
,11-3307754,"Creative Outlet Dance Theatre of Brooklyn, Inc.","80 Hanson Place, Suite 303",11217,BROOKLYN ,40.685488,-73.974421
,11-3307754,"Creative Outlet Dance Theatre of Brooklyn, Inc.","80 Hanson Place, Suite 303",11217,BROOKLYN ,40.685488,-73.974421
,11-3307754,"Creative Outlet Dance Theatre of Brooklyn, Inc.","81 Hanson Place, Suite 303",11218,BROOKLYN ,40.685504,-73.974425
,11-3307754,"Creative Outlet Dance Theatre of Brooklyn, Inc.","80 Hanson Place, Suite 303",11217,BROOKLYN ,40.685488,-73.974421
,11-3320584,"Queens Health Coalition, Inc.",163-13 Depot Road,11358,QUEENS   ,40.761972,-73.802706
,11-3320584,"Queens Health Coalition, Inc.",163-03 Depot Road,11358,QUEENS   ,40.761983,-73.802832
,11-3341395,"George Walker, Jr. Community Coalition, The",119 Jamaica Avenue,11207,BROOKLYN ,40.678878,-73.895925
,11-3341395,"George Walker, Jr. Community Coalition, The",29 Wyona Street,11207,BROOKLYN ,40.678591,-73.894624
,11-3372980,"Young People's Chorus of New York City, Inc.",1395 Lexington Avenue,10128,MANHATTAN,40.783051,-73.952978
,11-3372980,"Young People's Chorus of New York City, Inc.",1395 Lexington Avenue,10128,MANHATTAN,40.783051,-73.952978
,11-3372980,"Young People's Chorus of New York City, Inc.","1995 Broadway, Suite 305",10023,MANHATTAN,40.77524,-73.982186
,11-3372980,"Young People's Chorus of New York City, Inc.","1995 Broadway, 305",10023,MANHATTAN,40.77524,-73.982186
,11-3372980,"Young People's Chorus of New York City, Inc.","1995 Broadway, Suite 305",10023,MANHATTAN,40.77524,-73.982186
,11-3372980,"Young People's Chorus of New York City, Inc.",1395 Lexington Avenue,10128,MANHATTAN,40.783051,-73.952978
,11-3409359,Top Development Corporation,1274 Utica Avenue ,11203,BROOKLYN ,40.641355,-73.929282
,11-3409359,Top Development Corporation,1275 Utica Avenue,11204,BROOKLYN ,40.641322,-73.929257
,11-3409359,Top Development Corporation,1274 Utica Avenue,11203,BROOKLYN ,40.641355,-73.929282
