tid,attribute,correct_val
283,PhoneNumber,2056208100
283,ProviderNumber,10016
283,State,al
283,Stateavg,al_pn-4
283,ZipCode,35007
283,a,a
284,Address1,1000 first street north
284,City,alabaster
284,CountyName,shelby
284,HospitalName,shelby baptist medical center
284,HospitalOwner,voluntary non-profit - church
284,HospitalType,acute care hospitals
284,PhoneNumber,2056208100
284,ProviderNumber,10016
284,State,al
284,Stateavg,al_pn-5c
284,ZipCode,35007
284,a,a
285,Address1,1000 first street north
285,City,alabaster
285,CountyName,shelby
285,HospitalName,shelby baptist medical center
285,HospitalOwner,voluntary non-profit - church
285,HospitalType,acute care hospitals
285,PhoneNumber,2056208100
285,ProviderNumber,10016
285,State,al
285,Stateavg,al_pn-6
285,ZipCode,35007
285,a,a
286,Address1,1000 first street north
286,City,alabaster
286,CountyName,shelby
286,HospitalName,shelby baptist medical center
286,HospitalOwner,voluntary non-profit - church
286,HospitalType,acute care hospitals
286,PhoneNumber,2056208100
286,ProviderNumber,10016
286,State,al
286,Stateavg,al_pn-7
286,ZipCode,35007
286,a,a
287,Address1,1000 first street north
287,City,alabaster
287,CountyName,shelby
287,HospitalName,shelby baptist medical center
287,HospitalOwner,voluntary non-profit - church
287,HospitalType,acute care hospitals
287,PhoneNumber,2056208100
287,ProviderNumber,10016
287,State,al
287,Stateavg,al_scip-card-2
287,ZipCode,35007
287,a,a
288,Address1,1000 first street north
288,City,alabaster
288,CountyName,shelby
288,HospitalName,shelby baptist medical center
288,HospitalOwner,voluntary non-profit - church
288,HospitalType,acute care hospitals
288,PhoneNumber,2056208100
288,ProviderNumber,10016
288,State,al
288,Stateavg,al_scip-inf-1
288,ZipCode,35007
288,a,a
289,Address1,1000 first street north
289,City,alabaster
289,CountyName,shelby
289,HospitalName,shelby baptist medical center
289,HospitalOwner,voluntary non-profit - church
289,HospitalType,acute care hospitals
289,PhoneNumber,2056208100
289,ProviderNumber,10016
289,State,al
289,Stateavg,al_scip-inf-2
289,ZipCode,35007
289,a,a
290,Address1,1000 first street north
290,City,alabaster
290,CountyName,shelby
290,HospitalName,shelby baptist medical center
290,HospitalOwner,voluntary non-profit - church
290,HospitalType,acute care hospitals
290,PhoneNumber,2056208100
290,ProviderNumber,10016
290,State,al
290,Stateavg,al_scip-inf-3
290,ZipCode,35007
290,a,a
291,Address1,1000 first street north
291,City,alabaster
291,CountyName,shelby
291,HospitalName,shelby baptist medical center
291,HospitalOwner,voluntary non-profit - church
291,HospitalType,acute care hospitals
291,PhoneNumber,2056208100
291,ProviderNumber,10016
291,State,al
291,Stateavg,al_scip-inf-4
291,ZipCode,35007
291,a,a
292,Address1,1000 first street north
292,City,alabaster
292,CountyName,shelby
292,HospitalName,shelby baptist medical center
292,HospitalOwner,voluntary non-profit - church
292,HospitalType,acute care hospitals
292,PhoneNumber,2056208100
292,ProviderNumber,10016
292,State,al
292,Stateavg,al_scip-inf-6
292,ZipCode,35007
292,a,a
293,Address1,1000 first street north
293,City,alabaster
293,CountyName,shelby
293,HospitalName,shelby baptist medical center
293,HospitalOwner,voluntary non-profit - church
293,HospitalType,acute care hospitals
293,PhoneNumber,2056208100
293,ProviderNumber,10016
293,State,al
293,Stateavg,al_scip-vte-1
293,ZipCode,35007
293,a,a
294,Address1,1000 first street north
294,City,alabaster
294,CountyName,shelby
294,HospitalName,shelby baptist medical center
294,HospitalOwner,voluntary non-profit - church
294,HospitalType,acute care hospitals
294,PhoneNumber,2056208100
294,ProviderNumber,10016
294,State,al
294,Stateavg,al_scip-vte-2
294,ZipCode,35007
294,a,a
295,Address1,1720 university blvd
295,City,birmingham
295,CountyName,jefferson
295,HospitalName,callahan eye foundation hospital
295,HospitalOwner,voluntary non-profit - private
295,HospitalType,acute care hospitals
295,PhoneNumber,2053258100
295,ProviderNumber,10018
295,State,al
295,Stateavg,al_ami-1
295,ZipCode,35233
295,a,a
296,Address1,1720 university blvd
296,City,birmingham
296,CountyName,jefferson
296,HospitalName,callahan eye foundation hospital
296,HospitalOwner,voluntary non-profit - private
296,HospitalType,acute care hospitals
296,PhoneNumber,2053258100
296,ProviderNumber,10018
296,State,al
296,Stateavg,al_ami-2
296,ZipCode,35233
296,a,a
297,Address1,1720 university blvd
297,City,birmingham
297,CountyName,jefferson
297,HospitalName,callahan eye foundation hospital
297,HospitalOwner,voluntary non-profit - private
297,HospitalType,acute care hospitals
297,PhoneNumber,2053258100
297,ProviderNumber,10018
297,State,al
297,Stateavg,al_ami-3
297,ZipCode,35233
297,a,a
298,Address1,1720 university blvd
298,City,birmingham
298,CountyName,jefferson
298,HospitalName,callahan eye foundation hospital
298,HospitalOwner,voluntary non-profit - private
298,HospitalType,acute care hospitals
298,PhoneNumber,2053258100
298,ProviderNumber,10018
298,State,al
298,Stateavg,al_ami-4
298,ZipCode,35233
298,a,a
299,Address1,1720 university blvd
299,City,birmingham
299,CountyName,jefferson
299,HospitalName,callahan eye foundation hospital
299,HospitalOwner,voluntary non-profit - private
299,HospitalType,acute care hospitals
299,PhoneNumber,2053258100
299,ProviderNumber,10018
299,State,al
299,Stateavg,al_ami-5
299,ZipCode,35233
299,a,a
300,Address1,1720 university blvd
300,City,birmingham
300,CountyName,jefferson
300,HospitalName,callahan eye foundation hospital
300,HospitalOwner,voluntary non-profit - private
300,HospitalType,acute care hospitals
300,PhoneNumber,2053258100
300,ProviderNumber,10018
300,State,al
300,Stateavg,al_ami-7a
300,ZipCode,35233
300,a,a
301,Address1,1720 university blvd
301,City,birmingham
301,CountyName,jefferson
301,HospitalName,callahan eye foundation hospital
301,HospitalOwner,voluntary non-profit - private
301,HospitalType,acute care hospitals
301,PhoneNumber,2053258100
301,ProviderNumber,10018
301,State,al
301,Stateavg,al_ami-8a
301,ZipCode,35233
301,a,a
302,Address1,1720 university blvd
302,City,birmingham
302,CountyName,jefferson
302,HospitalName,callahan eye foundation hospital
302,HospitalOwner,voluntary non-profit - private
302,HospitalType,acute care hospitals
302,PhoneNumber,2053258100
302,ProviderNumber,10018
302,State,al
302,Stateavg,al_hf-1
302,ZipCode,35233
302,a,a
303,Address1,1720 university blvd
303,City,birmingham
303,CountyName,jefferson
303,HospitalName,callahan eye foundation hospital
303,HospitalOwner,voluntary non-profit - private
303,HospitalType,acute care hospitals
303,PhoneNumber,2053258100
303,ProviderNumber,10018
303,State,al
303,Stateavg,al_hf-2
303,ZipCode,35233
303,a,a
304,Address1,1720 university blvd
304,City,birmingham
304,CountyName,jefferson
304,HospitalName,callahan eye foundation hospital
304,HospitalOwner,voluntary non-profit - private
304,HospitalType,acute care hospitals
304,PhoneNumber,2053258100
304,ProviderNumber,10018
304,State,al
304,Stateavg,al_hf-3
304,ZipCode,35233
304,a,a
305,Address1,1720 university blvd
305,City,birmingham
305,CountyName,jefferson
305,HospitalName,callahan eye foundation hospital
305,HospitalOwner,voluntary non-profit - private
305,HospitalType,acute care hospitals
305,PhoneNumber,2053258100
305,ProviderNumber,10018
305,State,al
305,Stateavg,al_hf-4
305,ZipCode,35233
305,a,a
306,Address1,1720 university blvd
306,City,birmingham
306,CountyName,jefferson
306,HospitalName,callahan eye foundation hospital
306,HospitalOwner,voluntary non-profit - private
306,HospitalType,acute care hospitals
306,PhoneNumber,2053258100
306,ProviderNumber,10018
306,State,al
306,Stateavg,al_pn-2
306,ZipCode,35233
306,a,a
307,Address1,1720 university blvd
307,City,birmingham
307,CountyName,jefferson
307,HospitalName,callahan eye foundation hospital
307,HospitalOwner,voluntary non-profit - private
307,HospitalType,acute care hospitals
307,PhoneNumber,2053258100
307,ProviderNumber,10018
307,State,al
307,Stateavg,al_pn-3b
307,ZipCode,35233
307,a,a
308,Address1,1720 university blvd
308,City,birmingham
308,CountyName,jefferson
308,HospitalName,callahan eye foundation hospital
308,HospitalOwner,voluntary non-profit - private
308,HospitalType,acute care hospitals
308,PhoneNumber,2053258100
308,ProviderNumber,10018
308,State,al
308,Stateavg,al_pn-4
308,ZipCode,35233
308,a,a
309,Address1,1720 university blvd
309,City,birmingham
309,CountyName,jefferson
309,HospitalName,callahan eye foundation hospital
309,HospitalOwner,voluntary non-profit - private
309,HospitalType,acute care hospitals
309,PhoneNumber,2053258100
309,ProviderNumber,10018
309,State,al
309,Stateavg,al_pn-5c
309,ZipCode,35233
309,a,a
310,Address1,1720 university blvd
310,City,birmingham
310,CountyName,jefferson
310,HospitalName,callahan eye foundation hospital
310,HospitalOwner,voluntary non-profit - private
310,HospitalType,acute care hospitals
310,PhoneNumber,2053258100
310,ProviderNumber,10018
310,State,al
310,Stateavg,al_pn-6
310,ZipCode,35233
310,a,a
311,Address1,1720 university blvd
311,City,birmingham
311,CountyName,jefferson
311,HospitalName,callahan eye foundation hospital
311,HospitalOwner,voluntary non-profit - private
311,HospitalType,acute care hospitals
311,PhoneNumber,2053258100
311,ProviderNumber,10018
311,State,al
311,Stateavg,al_pn-7
311,ZipCode,35233
311,a,a
312,Address1,301 east 18th st
312,City,anniston
312,CountyName,calhoun
312,HospitalName,stringfellow memorial hospital
312,HospitalOwner,proprietary
312,HospitalType,acute care hospitals
312,PhoneNumber,2562358900
312,ProviderNumber,10038
312,State,al
312,Stateavg,al_cac-2
312,ZipCode,36201
312,a,a
313,Address1,301 east 18th st
313,City,anniston
313,CountyName,calhoun
313,HospitalName,stringfellow memorial hospital
313,HospitalOwner,proprietary
313,HospitalType,acute care hospitals
313,PhoneNumber,2562358900
313,ProviderNumber,10038
313,State,al
313,Stateavg,al_cac-3
313,ZipCode,36201
313,a,a
314,Address1,301 east 18th st
314,City,anniston
314,CountyName,calhoun
314,HospitalName,stringfellow memorial hospital
314,HospitalOwner,proprietary
314,HospitalType,acute care hospitals
314,PhoneNumber,2562358900
314,ProviderNumber,10038
314,State,al
314,Stateavg,al_ami-1
314,ZipCode,36201
314,a,a
315,Address1,301 east 18th st
315,City,anniston
315,CountyName,calhoun
315,HospitalName,stringfellow memorial hospital
315,HospitalOwner,proprietary
315,HospitalType,acute care hospitals
315,PhoneNumber,2562358900
315,ProviderNumber,10038
315,State,al
315,Stateavg,al_ami-2
315,ZipCode,36201
315,a,a
316,Address1,301 east 18th st
316,City,anniston
316,CountyName,calhoun
316,HospitalName,stringfellow memorial hospital
316,HospitalOwner,proprietary
316,HospitalType,acute care hospitals
316,PhoneNumber,2562358900
316,ProviderNumber,10038
316,State,al
316,Stateavg,al_ami-3
316,ZipCode,36201
316,a,a
317,Address1,301 east 18th st
317,City,anniston
317,CountyName,calhoun
317,HospitalName,stringfellow memorial hospital
317,HospitalOwner,proprietary
317,HospitalType,acute care hospitals
317,PhoneNumber,2562358900
317,ProviderNumber,10038
317,State,al
317,Stateavg,al_ami-4
317,ZipCode,36201
317,a,a
318,Address1,301 east 18th st
318,City,anniston
318,CountyName,calhoun
318,HospitalName,stringfellow memorial hospital
318,HospitalOwner,proprietary
318,HospitalType,acute care hospitals
318,PhoneNumber,2562358900
318,ProviderNumber,10038
318,State,al
318,Stateavg,al_ami-5
318,ZipCode,36201
318,a,a
319,Address1,301 east 18th st
319,City,anniston
319,CountyName,calhoun
319,HospitalName,stringfellow memorial hospital
319,HospitalOwner,proprietary
319,HospitalType,acute care hospitals
319,PhoneNumber,2562358900
319,ProviderNumber,10038
319,State,al
319,Stateavg,al_ami-7a
319,ZipCode,36201
319,a,a
320,Address1,301 east 18th st
320,City,anniston
320,CountyName,calhoun
320,HospitalName,stringfellow memorial hospital
320,HospitalOwner,proprietary
320,HospitalType,acute care hospitals
320,PhoneNumber,2562358900
320,ProviderNumber,10038
320,State,al
320,Stateavg,al_ami-8a
320,ZipCode,36201
320,a,a
321,Address1,301 east 18th st
321,City,anniston
321,CountyName,calhoun
321,HospitalName,stringfellow memorial hospital
321,HospitalOwner,proprietary
321,HospitalType,acute care hospitals
321,PhoneNumber,2562358900
321,ProviderNumber,10038
321,State,al
321,Stateavg,al_hf-1
321,ZipCode,36201
321,a,a
322,Address1,301 east 18th st
322,City,anniston
322,CountyName,calhoun
322,HospitalName,stringfellow memorial hospital
322,HospitalOwner,proprietary
322,HospitalType,acute care hospitals
322,PhoneNumber,2562358900
322,ProviderNumber,10038
322,State,al
322,Stateavg,al_hf-2
322,ZipCode,36201
322,a,a
323,Address1,301 east 18th st
323,City,anniston
323,CountyName,calhoun
323,HospitalName,stringfellow memorial hospital
323,HospitalOwner,proprietary
323,HospitalType,acute care hospitals
323,PhoneNumber,2562358900
323,ProviderNumber,10038
323,State,al
323,Stateavg,al_hf-3
323,ZipCode,36201
323,a,a
324,Address1,301 east 18th st
324,City,anniston
324,CountyName,calhoun
324,HospitalName,stringfellow memorial hospital
324,HospitalOwner,proprietary
324,HospitalType,acute care hospitals
324,PhoneNumber,2562358900
324,ProviderNumber,10038
324,State,al
324,Stateavg,al_hf-4
324,ZipCode,36201
324,a,a
325,Address1,301 east 18th st
325,City,anniston
325,CountyName,calhoun
325,HospitalName,stringfellow memorial hospital
325,HospitalOwner,proprietary
325,HospitalType,acute care hospitals
325,PhoneNumber,2562358900
325,ProviderNumber,10038
325,State,al
325,Stateavg,al_pn-2
325,ZipCode,36201
325,a,a
326,Address1,301 east 18th st
326,City,anniston
326,CountyName,calhoun
326,HospitalName,stringfellow memorial hospital
326,HospitalOwner,proprietary
326,HospitalType,acute care hospitals
326,PhoneNumber,2562358900
326,ProviderNumber,10038
326,State,al
326,Stateavg,al_pn-3b
326,ZipCode,36201
326,a,a
327,Address1,301 east 18th st
327,City,anniston
327,CountyName,calhoun
327,HospitalName,stringfellow memorial hospital
327,HospitalOwner,proprietary
327,HospitalType,acute care hospitals
327,PhoneNumber,2562358900
327,ProviderNumber,10038
327,State,al
327,Stateavg,al_pn-4
327,ZipCode,36201
327,a,a
328,Address1,301 east 18th st
328,City,anniston
328,CountyName,calhoun
328,HospitalName,stringfellow memorial hospital
328,HospitalOwner,proprietary
328,HospitalType,acute care hospitals
328,PhoneNumber,2562358900
328,ProviderNumber,10038
328,State,al
328,Stateavg,al_pn-5c
328,ZipCode,36201
328,a,a
329,Address1,301 east 18th st
329,City,anniston
329,CountyName,calhoun
329,HospitalName,stringfellow memorial hospital
329,HospitalOwner,proprietary
329,HospitalType,acute care hospitals
329,PhoneNumber,2562358900
329,ProviderNumber,10038
329,State,al
329,Stateavg,al_pn-6
329,ZipCode,36201
329,a,a
330,Address1,301 east 18th st
330,City,anniston
330,CountyName,calhoun
330,HospitalName,stringfellow memorial hospital
330,HospitalOwner,proprietary
330,HospitalType,acute care hospitals
330,PhoneNumber,2562358900
330,ProviderNumber,10038
330,State,al
330,Stateavg,al_pn-7
330,ZipCode,36201
330,a,a
331,Address1,301 east 18th st
331,City,anniston
331,CountyName,calhoun
331,HospitalName,stringfellow memorial hospital
331,HospitalOwner,proprietary
331,HospitalType,acute care hospitals
331,PhoneNumber,2562358900
331,ProviderNumber,10038
331,State,al
331,Stateavg,al_scip-card-2
331,ZipCode,36201
331,a,a
332,Address1,4370 west main street
332,City,dothan
332,CountyName,houston
332,HospitalName,flowers hospital
332,HospitalOwner,proprietary
332,HospitalType,acute care hospitals
332,PhoneNumber,3347935000
332,ProviderNumber,10055
332,State,al
332,Stateavg,al_hf-2
332,ZipCode,36305
332,a,a
333,Address1,4370 west main street
333,City,dothan
333,CountyName,houston
333,HospitalName,flowers hospital
333,HospitalOwner,proprietary
333,HospitalType,acute care hospitals
333,PhoneNumber,3347935000
333,ProviderNumber,10055
333,State,al
333,Stateavg,al_hf-3
333,ZipCode,36305
333,a,a
334,Address1,4370 west main street
334,City,dothan
334,CountyName,houston
334,HospitalName,flowers hospital
334,HospitalOwner,proprietary
334,HospitalType,acute care hospitals
334,PhoneNumber,3347935000
334,ProviderNumber,10055
334,State,al
334,Stateavg,al_hf-4
334,ZipCode,36305
334,a,a
335,Address1,4370 west main street
335,City,dothan
335,CountyName,houston
335,HospitalName,flowers hospital
335,HospitalOwner,proprietary
335,HospitalType,acute care hospitals
335,PhoneNumber,3347935000
335,ProviderNumber,10055
335,State,al
335,Stateavg,al_pn-2
335,ZipCode,36305
335,a,a
336,Address1,4370 west main street
336,City,dothan
336,CountyName,houston
336,HospitalName,flowers hospital
336,HospitalOwner,proprietary
336,HospitalType,acute care hospitals
336,PhoneNumber,3347935000
336,ProviderNumber,10055
336,State,al
336,Stateavg,al_pn-3b
336,ZipCode,36305
336,a,a
337,Address1,4370 west main street
337,City,dothan
337,CountyName,houston
337,HospitalName,flowers hospital
337,HospitalOwner,proprietary
337,HospitalType,acute care hospitals
337,PhoneNumber,3347935000
337,ProviderNumber,10055
337,State,al
337,Stateavg,al_pn-4
337,ZipCode,36305
337,a,a
338,Address1,4370 west main street
338,City,dothan
338,CountyName,houston
338,HospitalName,flowers hospital
338,HospitalOwner,proprietary
338,HospitalType,acute care hospitals
338,PhoneNumber,3347935000
338,ProviderNumber,10055
338,State,al
338,Stateavg,al_pn-5c
338,ZipCode,36305
338,a,a
339,Address1,4370 west main street
339,City,dothan
339,CountyName,houston
339,HospitalName,flowers hospital
339,HospitalOwner,proprietary
339,HospitalType,acute care hospitals
339,PhoneNumber,3347935000
339,ProviderNumber,10055
339,State,al
339,Stateavg,al_pn-6
339,ZipCode,36305
339,a,a
340,Address1,4370 west main street
340,City,dothan
340,CountyName,houston
340,HospitalName,flowers hospital
340,HospitalOwner,proprietary
340,HospitalType,acute care hospitals
340,PhoneNumber,3347935000
340,ProviderNumber,10055
340,State,al
340,Stateavg,al_pn-7
340,ZipCode,36305
340,a,a
341,Address1,4370 west main street
341,City,dothan
341,CountyName,houston
341,HospitalName,flowers hospital
341,HospitalOwner,proprietary
341,HospitalType,acute care hospitals
341,PhoneNumber,3347935000
341,ProviderNumber,10055
341,State,al
341,Stateavg,al_scip-card-2
341,ZipCode,36305
341,a,a
342,Address1,4370 west main street
342,City,dothan
342,CountyName,houston
342,HospitalName,flowers hospital
342,HospitalOwner,proprietary
342,HospitalType,acute care hospitals
342,PhoneNumber,3347935000
342,ProviderNumber,10055
342,State,al
342,Stateavg,al_scip-inf-1
342,ZipCode,36305
342,a,a
343,Address1,4370 west main street
343,City,dothan
343,CountyName,houston
343,HospitalName,flowers hospital
343,HospitalOwner,proprietary
343,HospitalType,acute care hospitals
343,PhoneNumber,3347935000
343,ProviderNumber,10055
343,State,al
343,Stateavg,al_scip-inf-2
343,ZipCode,36305
343,a,a
344,Address1,4370 west main street
344,City,dothan
344,CountyName,houston
344,HospitalName,flowers hospital
344,HospitalOwner,proprietary
344,HospitalType,acute care hospitals
344,PhoneNumber,3347935000
344,ProviderNumber,10055
344,State,al
344,Stateavg,al_scip-inf-3
344,ZipCode,36305
344,a,a
345,Address1,4370 west main street
345,City,dothan
345,CountyName,houston
345,HospitalName,flowers hospital
345,HospitalOwner,proprietary
345,HospitalType,acute care hospitals
345,PhoneNumber,3347935000
345,ProviderNumber,10055
345,State,al
345,Stateavg,al_scip-inf-4
345,ZipCode,36305
345,a,a
346,Address1,4370 west main street
346,City,dothan
346,CountyName,houston
346,HospitalName,flowers hospital
346,HospitalOwner,proprietary
346,HospitalType,acute care hospitals
346,PhoneNumber,3347935000
346,ProviderNumber,10055
346,State,al
346,Stateavg,al_scip-inf-6
346,ZipCode,36305
346,a,a
347,Address1,4370 west main street
347,City,dothan
347,CountyName,houston
347,HospitalName,flowers hospital
347,HospitalOwner,proprietary
347,HospitalType,acute care hospitals
347,PhoneNumber,3347935000
347,ProviderNumber,10055
347,State,al
347,Stateavg,al_scip-vte-1
347,ZipCode,36305
347,a,a
348,Address1,4370 west main street
348,City,dothan
348,CountyName,houston
348,HospitalName,flowers hospital
348,HospitalOwner,proprietary
348,HospitalType,acute care hospitals
348,PhoneNumber,3347935000
348,ProviderNumber,10055
348,State,al
348,Stateavg,al_scip-vte-2
348,ZipCode,36305
348,a,a
349,Address1,810 st vincents drive
349,City,birmingham
349,CountyName,jefferson
349,HospitalName,st vincents hospital
349,HospitalOwner,voluntary non-profit - other
349,HospitalType,acute care hospitals
349,PhoneNumber,2059397000
349,ProviderNumber,10056
349,State,al
349,Stateavg,al_ami-1
349,ZipCode,35205
349,a,a
350,Address1,810 st vincents drive
350,City,birmingham
350,CountyName,jefferson
350,HospitalName,st vincents hospital
350,HospitalOwner,voluntary non-profit - other
350,HospitalType,acute care hospitals
350,PhoneNumber,2059397000
350,ProviderNumber,10056
350,State,al
350,Stateavg,al_ami-2
350,ZipCode,35205
350,a,a
351,Address1,810 st vincents drive
351,City,birmingham
351,CountyName,jefferson
351,HospitalName,st vincents hospital
351,HospitalOwner,voluntary non-profit - other
351,HospitalType,acute care hospitals
351,PhoneNumber,2059397000
351,ProviderNumber,10056
351,State,al
351,Stateavg,al_ami-3
351,ZipCode,35205
351,a,a
352,Address1,810 st vincents drive
352,City,birmingham
352,CountyName,jefferson
352,HospitalName,st vincents hospital
352,HospitalOwner,voluntary non-profit - other
352,HospitalType,acute care hospitals
352,PhoneNumber,2059397000
352,ProviderNumber,10056
352,State,al
352,Stateavg,al_ami-4
352,ZipCode,35205
352,a,a
353,Address1,810 st vincents drive
353,City,birmingham
353,CountyName,jefferson
353,HospitalName,st vincents hospital
353,HospitalOwner,voluntary non-profit - other
353,HospitalType,acute care hospitals
353,PhoneNumber,2059397000
353,ProviderNumber,10056
353,State,al
353,Stateavg,al_ami-5
353,ZipCode,35205
353,a,a
354,Address1,1201 7th street se
354,City,decatur
354,CountyName,morgan
354,HospitalName,decatur general hospital
354,HospitalOwner,government - hospital district or authority
354,HospitalType,acute care hospitals
354,PhoneNumber,2563412000
354,ProviderNumber,10085
354,State,al
354,Stateavg,al_scip-vte-2
354,ZipCode,35609
354,a,a
355,Address1,1530 u s highway 43
355,City,winfield
355,CountyName,marion
355,HospitalName,northwest medical center
355,HospitalOwner,proprietary
355,HospitalType,acute care hospitals
355,PhoneNumber,2054877736
355,ProviderNumber,10086
355,State,al
355,Stateavg,al_ami-1
355,ZipCode,35594
355,a,a
356,Address1,1530 u s highway 43
356,City,winfield
356,CountyName,marion
356,HospitalName,northwest medical center
356,HospitalOwner,proprietary
356,HospitalType,acute care hospitals
356,PhoneNumber,2054877736
356,ProviderNumber,10086
356,State,al
356,Stateavg,al_ami-2
356,ZipCode,35594
356,a,a
357,Address1,1530 u s highway 43
357,City,winfield
357,CountyName,marion
357,HospitalName,northwest medical center
357,HospitalOwner,proprietary
357,HospitalType,acute care hospitals
357,PhoneNumber,2054877736
357,ProviderNumber,10086
357,State,al
357,Stateavg,al_ami-3
357,ZipCode,35594
357,a,a
358,Address1,1530 u s highway 43
358,City,winfield
358,CountyName,marion
358,HospitalName,northwest medical center
358,HospitalOwner,proprietary
358,HospitalType,acute care hospitals
358,PhoneNumber,2054877736
358,ProviderNumber,10086
358,State,al
358,Stateavg,al_ami-4
358,ZipCode,35594
358,a,a
359,Address1,1530 u s highway 43
359,City,winfield
359,CountyName,marion
359,HospitalName,northwest medical center
359,HospitalOwner,proprietary
359,HospitalType,acute care hospitals
359,PhoneNumber,2054877736
359,ProviderNumber,10086
359,State,al
359,Stateavg,al_ami-5
359,ZipCode,35594
359,a,a
360,Address1,1530 u s highway 43
360,City,winfield
360,CountyName,marion
360,HospitalName,northwest medical center
360,HospitalOwner,proprietary
360,HospitalType,acute care hospitals
360,PhoneNumber,2054877736
360,ProviderNumber,10086
360,State,al
360,Stateavg,al_ami-7a
360,ZipCode,35594
360,a,a
361,Address1,1530 u s highway 43
361,City,winfield
361,CountyName,marion
361,HospitalName,northwest medical center
361,HospitalOwner,proprietary
361,HospitalType,acute care hospitals
361,PhoneNumber,2054877736
361,ProviderNumber,10086
361,State,al
361,Stateavg,al_ami-8a
361,ZipCode,35594
361,a,a
362,Address1,1530 u s highway 43
362,City,winfield
362,CountyName,marion
362,HospitalName,northwest medical center
362,HospitalOwner,proprietary
362,HospitalType,acute care hospitals
362,PhoneNumber,2054877736
362,ProviderNumber,10086
362,State,al
362,Stateavg,al_hf-1
362,ZipCode,35594
362,a,a
363,Address1,1530 u s highway 43
363,City,winfield
363,CountyName,marion
363,HospitalName,northwest medical center
363,HospitalOwner,proprietary
363,HospitalType,acute care hospitals
363,PhoneNumber,2054877736
363,ProviderNumber,10086
363,State,al
363,Stateavg,al_hf-2
363,ZipCode,35594
363,a,a
364,Address1,1530 u s highway 43
364,City,winfield
364,CountyName,marion
364,HospitalName,northwest medical center
364,HospitalOwner,proprietary
364,HospitalType,acute care hospitals
364,PhoneNumber,2054877736
364,ProviderNumber,10086
364,State,al
364,Stateavg,al_hf-3
364,ZipCode,35594
364,a,a
365,Address1,1530 u s highway 43
365,City,winfield
365,CountyName,marion
365,HospitalName,northwest medical center
365,HospitalOwner,proprietary
365,HospitalType,acute care hospitals
365,PhoneNumber,2054877736
365,ProviderNumber,10086
365,State,al
365,Stateavg,al_hf-4
365,ZipCode,35594
365,a,a
366,Address1,1530 u s highway 43
366,City,winfield
366,CountyName,marion
366,HospitalName,northwest medical center
366,HospitalOwner,proprietary
366,HospitalType,acute care hospitals
366,PhoneNumber,2054877736
366,ProviderNumber,10086
366,State,al
366,Stateavg,al_pn-2
366,ZipCode,35594
366,a,a
367,Address1,1530 u s highway 43
367,City,winfield
367,CountyName,marion
367,HospitalName,northwest medical center
367,HospitalOwner,proprietary
367,HospitalType,acute care hospitals
367,PhoneNumber,2054877736
367,ProviderNumber,10086
367,State,al
367,Stateavg,al_pn-3b
367,ZipCode,35594
367,a,a
368,Address1,1530 u s highway 43
368,City,winfield
368,CountyName,marion
368,HospitalName,northwest medical center
368,HospitalOwner,proprietary
368,HospitalType,acute care hospitals
368,PhoneNumber,2054877736
368,ProviderNumber,10086
368,State,al
368,Stateavg,al_pn-4
368,ZipCode,35594
368,a,a
369,Address1,1530 u s highway 43
369,City,winfield
369,CountyName,marion
369,HospitalName,northwest medical center
369,HospitalOwner,proprietary
369,HospitalType,acute care hospitals
369,PhoneNumber,2054877736
369,ProviderNumber,10086
369,State,al
369,Stateavg,al_pn-5c
369,ZipCode,35594
369,a,a
370,Address1,1530 u s highway 43
370,City,winfield
370,CountyName,marion
370,HospitalName,northwest medical center
370,HospitalOwner,proprietary
370,HospitalType,acute care hospitals
370,PhoneNumber,2054877736
370,ProviderNumber,10086
370,State,al
370,Stateavg,al_pn-6
370,ZipCode,35594
370,a,a
371,Address1,1530 u s highway 43
371,City,winfield
371,CountyName,marion
371,HospitalName,northwest medical center
371,HospitalOwner,proprietary
371,HospitalType,acute care hospitals
371,PhoneNumber,2054877736
371,ProviderNumber,10086
371,State,al
371,Stateavg,al_pn-7
371,ZipCode,35594
371,a,a
372,Address1,1530 u s highway 43
372,City,winfield
372,CountyName,marion
372,HospitalName,northwest medical center
372,HospitalOwner,proprietary
372,HospitalType,acute care hospitals
372,PhoneNumber,2054877736
372,ProviderNumber,10086
372,State,al
372,Stateavg,al_scip-card-2
372,ZipCode,35594
372,a,a
373,Address1,1530 u s highway 43
373,City,winfield
373,CountyName,marion
373,HospitalName,northwest medical center
373,HospitalOwner,proprietary
373,HospitalType,acute care hospitals
373,PhoneNumber,2054877736
373,ProviderNumber,10086
373,State,al
373,Stateavg,al_scip-inf-1
373,ZipCode,35594
373,a,a
374,Address1,1530 u s highway 43
374,City,winfield
374,CountyName,marion
374,HospitalName,northwest medical center
374,HospitalOwner,proprietary
374,HospitalType,acute care hospitals
374,PhoneNumber,2054877736
374,ProviderNumber,10086
374,State,al
374,Stateavg,al_scip-inf-2
374,ZipCode,35594
374,a,a
375,Address1,1530 u s highway 43
375,City,winfield
375,CountyName,marion
375,HospitalName,northwest medical center
375,HospitalOwner,proprietary
375,HospitalType,acute care hospitals
375,PhoneNumber,2054877736
375,ProviderNumber,10086
375,State,al
375,Stateavg,al_scip-inf-3
375,ZipCode,35594
375,a,a
376,Address1,1530 u s highway 43
