src,timeland,conditions,dewpoint,humidity,temperature,visibility,windspeed
www.weatherforyou.com,phoenix--Thu Feb 4 12:35:00 2010, Clear,44,82, 49 10 ,,
weather.herald.com,phoenix--Thu Feb 4 12:35:00 2010, Clear,47,83,52,10,6
weather.msn.com,memphis--Sat Jan 30 20:05:00 2010,Cloudy,21,86,25,10,11
weather.cnn.com,memphis--Sat Jan 30 20:05:00 2010,Cloudy ,,84,25,,9
www.weatherforyou.com,memphis--Sat Jan 30 20:05:00 2010, Overcast,21,86, 25 -4 ,10,12
www2.foxnews.com,memphis--Sat Jan 30 20:05:00 2010,Cloudy ,21,82,25,9,9
igoogle.wunderground.com,memphis--Thu Jan 28 15:35:00 2010,Overcast,17,35,42.6,10,Calm
weather.herald.com,memphis--Thu Jan 28 15:35:00 2010, Overcast,34,68,44,10,13
weather.msn.com,dallas--Sat Jan 30 01:55:00 2010,Weather WarningsCloudy,27,75,34,10,19
weather.cnn.com,dallas--Sat Jan 30 01:55:00 2010,Cloudy ,,75,33,,16
www.weatherforyou.com,dallas--Sat Jan 30 01:55:00 2010, Overcast,28,85, 32 0 ,,
www2.foxnews.com,dallas--Sat Jan 30 01:55:00 2010,Cloudy ,29,85,33,10,16
weather.msn.com,nashville--Wed Feb 3 18:50:00 2010,Partly Cloudy,27,56,41,10,5
weather.cnn.com,nashville--Wed Feb 3 18:50:00 2010, Partly Sunny ,,57,41,,5
www.weatherforyou.com,nashville--Wed Feb 3 18:50:00 2010, Partly Cloudy,27,57, 41 5 ,10,5
www.climaton.com,nashville--Wed Feb 3 18:50:00 2010,clear sky,27 -3,56,41 5,10,5
www2.foxnews.com,nashville--Wed Feb 3 18:50:00 2010,Cloudy ,26,62,38,10,5
weather.msn.com,lasvegas--Tue Feb 2 13:40:00 2010,Clear,34,65,45,10,5
weather.cnn.com,lasvegas--Tue Feb 2 13:40:00 2010, Intermittent Clouds ,,60,46,,3
www.climaton.com,lasvegas--Tue Feb 2 13:40:00 2010,mostly cloudy,34 1,61,46 8,10,0
weather.msn.com,seattle--Tue Feb 2 12:55:00 2010,Cloudy,43,93,45,10,7
weather.cnn.com,seattle--Tue Feb 2 12:55:00 2010,Cloudy ,,89,45,,7
www.weatherforyou.com,seattle--Tue Feb 2 12:55:00 2010, Overcast,43,93, 45 7 ,10,7
www.climaton.com,seattle--Tue Feb 2 12:55:00 2010,mostly cloudy,43 6,93,45 7,10,7
www2.foxnews.com,seattle--Tue Feb 2 12:55:00 2010,Rain ,43,93,45,5,6
www.accuweather.com,houston--Sat Jan 30 02:00:00 2010,Cloudy ,38,76,45,10,18
www.climaton.com,houston--Sat Jan 30 02:00:00 2010,mostly cloudy,39 4,76,46 8,10,21-24
www.nytimes.com,houston--Sat Jan 30 02:00:00 2010,Cloudy,,76,46 8 ,10,21
www.accuweather.com,boston--Sun Jan 31 09:35:00 2010,Cloudy ,-2,44,16,10,13
www.nytimes.com,boston--Sun Jan 31 09:35:00 2010,Cloudy,,44,16 -9 ,10,13
igoogle.wunderground.com,boston--Wed Feb 3 14:10:00 2010,Light Snow Mist,23,86,27,2,Calm
weather.herald.com,boston--Wed Feb 3 14:10:00 2010, Light Snow,23,88,26,2,
weather.msn.com,milwaukee--Wed Feb 3 23:30:00 2010,Air Quality AlertMostly Sunny,18,64,28,10,6
weather.cnn.com,milwaukee--Wed Feb 3 23:30:00 2010, Partly Sunny ,,63,29,,5
www.climaton.com,milwaukee--Wed Feb 3 23:30:00 2010,clear sky,18 -8,63,28 -2,10,5
igoogle.wunderground.com,sanjose--Wed Feb 3 02:50:00 2010,Light Rain,51,92,53,9,Calm
www.weatherforyou.com,sanjose--Wed Feb 3 02:50:00 2010, Light Rain,49,78, 55 13 ,,
www2.foxnews.com,sanjose--Wed Feb 3 02:50:00 2010,Showers ,50,77,57,9,6
weather.msn.com,oklahomacity--Mon Feb 1 12:35:00 2010,Weather WarningsFog,25,100,25,1,7
weather.cnn.com,oklahomacity--Mon Feb 1 12:35:00 2010,Fog ,,100,25,,6
www.weatherforyou.com,oklahomacity--Mon Feb 1 12:35:00 2010, Mist,33,93, 35 2 ,,
www2.foxnews.com,oklahomacity--Mon Feb 1 12:35:00 2010,Foggy ,25,100,25,0.5,6
www.accuweather.com,elpaso--Thu Feb 4 00:15:00 2010,Cloudy ,41,85,45,10,14
weather.msn.com,elpaso--Thu Feb 4 00:15:00 2010,Special weather statementCloudy,41,87,45,10,14
www.climaton.com,elpaso--Thu Feb 4 00:15:00 2010,light rain,41 5,93,43 6,7,14
www.nytimes.com,elpaso--Thu Feb 4 00:15:00 2010,Cloudy,,85,45 7 ,10,14
igoogle.wunderground.com,austin--Sun Jan 31 18:15:00 2010,Overcast,28,76,34.5,7,Calm
www.weatherforyou.com,austin--Sun Jan 31 18:15:00 2010, Overcast,27,84, 31 0 ,,6
weather.herald.com,austin--Sun Jan 31 18:15:00 2010, Overcast,28,85,32,7,4
igoogle.wunderground.com,newyork--Wed Feb 3 19:30:00 2010,Mostly Cloudy,32,74,39.6,10,Calm
www.weatherforyou.com,newyork--Wed Feb 3 19:30:00 2010, Mostly Cloudy,27,70, 36 2 ,10,3
weather.herald.com,newyork--Wed Feb 3 19:30:00 2010, Mostly Cloudy,27,70,36,10,4
igoogle.wunderground.com,newyork--Mon Feb 1 13:15:00 2010,Clear,9,45,27.3,10,Calm
www.weatherforyou.com,newyork--Mon Feb 1 13:15:00 2010, Clear,9,50, 25 -4 ,10,6
weather.herald.com,newyork--Mon Feb 1 13:15:00 2010, Clear,9,51,25,10,6
www.accuweather.com,sanjose--Sun Jan 31 17:35:00 2010,Mostly Cloudy ,43,79,49,10,0
weather.msn.com,sanjose--Sun Jan 31 17:35:00 2010,Mostly Cloudy,43,81,48,10,0
weather.cnn.com,sanjose--Sun Jan 31 17:35:00 2010,Cloudy ,,83,49,,0
www.climaton.com,sanjose--Sun Jan 31 17:35:00 2010,mostly cloudy,45 7,82,50 10,10,3
www2.foxnews.com,sanjose--Sun Jan 31 17:35:00 2010,Cloudy ,44,80,50,10,3
weather.msn.com,indianapolis--Sun Jan 31 17:35:00 2010,Clear,14,79,19,10,6
weather.cnn.com,indianapolis--Sun Jan 31 17:35:00 2010, Sunny ,,91,12,,0
www.climaton.com,indianapolis--Sun Jan 31 17:35:00 2010,clear sky,11-Dec,85,16 -9,8,0
www2.foxnews.com,indianapolis--Sun Jan 31 17:35:00 2010,Mostly Sunny ,12,85,15,8,0
www.accuweather.com,sanantonio--Mon Feb 1 05:25:00 2010,Cloudy ,32,85,36,5,6
www.climaton.com,sanantonio--Mon Feb 1 05:25:00 2010,mostly cloudy,30 -1,80,36 2,7,6
www.nytimes.com,sanantonio--Mon Feb 1 05:25:00 2010,Cloudy,,85,36 2 ,5,6
igoogle.wunderground.com,sanfrancisco--Sun Jan 31 09:25:00 2010,Mostly Cloudy,45,86,48.6,10,Calm
www.weatherforyou.com,sanfrancisco--Sun Jan 31 09:25:00 2010, Mostly Cloudy,48,94, 50 10 ,10,5
weather.herald.com,sanfrancisco--Sun Jan 31 09:25:00 2010, Mostly Cloudy,48,94,50,10,5
igoogle.wunderground.com,columbus--Sun Jan 31 03:30:00 2010,Clear,10,79,14.9,10,1
weather.herald.com,columbus--Sun Jan 31 03:30:00 2010, Clear,8,71,16,10,10
www.accuweather.com,oklahomacity--Fri Jan 29 09:30:00 2010,Lgt.Frz.Driz. ,24,84,28,7,16
www.climaton.com,oklahomacity--Fri Jan 29 09:30:00 2010,mostly cloudy,25 -4,93,27 -3,6,16
www.climaton.com,jacksonville--Fri Jan 29 13:30:00 2010,mostly cloudy,43 6,81,48 9,10,0
www.weatherforyou.com,jacksonville--Fri Jan 29 13:30:00 2010, Overcast,43,86, 47 8 ,,
www2.foxnews.com,jacksonville--Fri Jan 29 13:30:00 2010,Mostly Cloudy,43,80,49,10,3
www.accuweather.com,jacksonville--Wed Feb 3 07:35:00 2010,Cloudy ,45,81,50,10,14
weather.msn.com,jacksonville--Wed Feb 3 07:35:00 2010,Cloudy,45,81,50,10,13
weather.cnn.com,jacksonville--Wed Feb 3 07:35:00 2010,Cloudy ,,81,50,,9
www.climaton.com,jacksonville--Wed Feb 3 07:35:00 2010,mostly cloudy,45 7,76,52 11,10,18-Sep
www.accuweather.com,baltimore--Tue Feb 2 21:35:00 2010,Cloudy ,25,64,36,10,6
www.nytimes.com,baltimore--Tue Feb 2 21:35:00 2010,Cloudy,,64,36 2 ,10,6
igoogle.wunderground.com,charlotte--Sun Jan 31 10:55:00 2010,Clear,16,91,17.7,10,Calm
weather.msn.com,charlotte--Sun Jan 31 10:55:00 2010,Winter Weather AdvisoryClear,16,86,19,10,3
weather.cnn.com,charlotte--Sun Jan 31 10:55:00 2010, Clear ,,84,20,,3
www.weatherforyou.com,charlotte--Sun Jan 31 10:55:00 2010, Clear,15,82, 19 -7 ,,
www2.foxnews.com,charlotte--Sun Jan 31 10:55:00 2010,Mostly Clear,16,81,20,10,5
igoogle.wunderground.com,fortworth--Mon Feb 1 08:55:00 2010,Clear,28,93,29.8,6,Calm
www.weatherforyou.com,fortworth--Mon Feb 1 08:55:00 2010, Hazy,27,86, 30 -1 ,6,
weather.herald.com,fortworth--Mon Feb 1 08:55:00 2010, Clear,27,88,30,6,
www.accuweather.com,sanfrancisco--Thu Feb 4 13:25:00 2010,Cloudy ,47,82,52,10,0
weather.msn.com,sanfrancisco--Thu Feb 4 13:25:00 2010,Cloudy,48,87,52,10,6
www.climaton.com,sanfrancisco--Thu Feb 4 13:25:00 2010,mostly cloudy,48 9,87,52 11,10,0
www.nytimes.com,sanfrancisco--Thu Feb 4 13:25:00 2010,Cloudy,,91,50 10 ,9,3
weather.cnn.com,fortworth--Mon Feb 1 22:55:00 2010,Cloudy ,,76,42,,6
www.weatherforyou.com,fortworth--Mon Feb 1 22:55:00 2010, Overcast,36,76, 43 6 ,9,7
www2.foxnews.com,fortworth--Mon Feb 1 22:55:00 2010,Cloudy ,34,76,41,10,5
weather.cnn.com,washington--Sat Jan 30 23:00:00 2010,Snow ,,77,18,,20
www.weatherforyou.com,washington--Sat Jan 30 23:00:00 2010, Snow,12,79, 18 -8 ,4-Mar,16
www2.foxnews.com,washington--Sat Jan 30 23:00:00 2010,Snow Shower ,12,73,18,0.75,20
www.accuweather.com,sanfrancisco--Tue Feb 2 06:25:00 2010,Cloudy ,50,89,53,10,0
weather.msn.com,sanfrancisco--Tue Feb 2 06:25:00 2010,Mostly Cloudy,46,82,52,9,6
www.climaton.com,sanfrancisco--Tue Feb 2 06:25:00 2010,mostly cloudy,43 6,67,54 12,10,0
www.nytimes.com,sanfrancisco--Tue Feb 2 06:25:00 2010,Mostly Cloudy,,83,51 11 ,10,3
igoogle.wunderground.com,houston--Wed Feb 3 17:15:00 2010,Overcast,46,85,50.3,10,5
www.weatherforyou.com,houston--Wed Feb 3 17:15:00 2010, Light Rain,46,91, 48 9 ,,5
weather.herald.com,houston--Wed Feb 3 17:15:00 2010, Overcast,43,80,49,10,16
www.accuweather.com,oklahomacity--Sun Jan 31 04:20:00 2010,Cloudy ,19,94,20,6,5
www.climaton.com,oklahomacity--Sun Jan 31 04:20:00 2010,mostly cloudy,18 -8,93,19 -7,5,6
igoogle.wunderground.com,austin--Mon Feb 1 22:10:00 2010,Haze,39,72,48,6,Calm
weather.cnn.com,austin--Mon Feb 1 22:10:00 2010,Fog ,,81,45,,3
www.weatherforyou.com,austin--Mon Feb 1 22:10:00 2010, Hazy,39,77, 46 8 ,,
www2.foxnews.com,austin--Mon Feb 1 22:10:00 2010,Cloudy ,40,89,43,3,0
www.weatherforyou.com,sanantonio--Wed Feb 3 11:15:00 2010, Light Rain,47,87, 51 10 ,,12
weather.herald.com,sanantonio--Wed Feb 3 11:15:00 2010, Light Rain,48,97,49,4,8
www2.foxnews.com,sanantonio--Wed Feb 3 11:15:00 2010,Rain ,49,92,51,4,12
weather.msn.com,newyork--Sat Jan 30 01:55:00 2010,Special weather statementClear,1,42,21,10,10
weather.cnn.com,newyork--Sat Jan 30 01:55:00 2010, Clear ,,41,21,,10
www.weatherforyou.com,newyork--Sat Jan 30 01:55:00 2010, Clear,1,42, 21 -6 ,10,10
www.accuweather.com,phoenix--Wed Feb 3 21:00:00 2010,Clouds And Sun ,36,29,69,10,0
igoogle.wunderground.com,phoenix--Wed Feb 3 21:00:00 2010,Mostly Cloudy,42,38,68.5,10,1
www.weatherforyou.com,phoenix--Wed Feb 3 21:00:00 2010, Clear,42,39, 68 20 ,,
weather.herald.com,phoenix--Wed Feb 3 21:00:00 2010, Mostly Cloudy,36,30,69,10,
www2.foxnews.com,phoenix--Wed Feb 3 21:00:00 2010,Mostly Cloudy ,36,32,67,10,6
weather.msn.com,oklahomacity--Thu Feb 4 01:40:00 2010,Short term forecastHaze,32,81,37,4,7
weather.cnn.com,oklahomacity--Thu Feb 4 01:40:00 2010,Cloudy ,,81,37,,8
www.weatherforyou.com,oklahomacity--Thu Feb 4 01:40:00 2010, Mist,34,84, 39 4 ,,6
www2.foxnews.com,oklahomacity--Thu Feb 4 01:40:00 2010,Hazy ,32,82,37,4,10
www.accuweather.com,losangeles--Sun Jan 31 02:10:00 2010,Sunny ,48,69,58,10,5
www.climaton.com,losangeles--Sun Jan 31 02:10:00 2010,clear sky,46 8,59,61 16,10,0
www.nytimes.com,losangeles--Sun Jan 31 02:10:00 2010,Sunny,,57,62 17 ,10,8
www.accuweather.com,detroit--Thu Feb 4 12:40:00 2010,Some Clouds ,18,77,24,7,0
weather.msn.com,detroit--Thu Feb 4 12:40:00 2010,Clear,18,86,21,7,0
weather.cnn.com,detroit--Thu Feb 4 12:40:00 2010, Mostly Cloudy ,,88,20,,0
www.climaton.com,detroit--Thu Feb 4 12:40:00 2010,clear sky,18 -8,86,21 -6,7,0
www.accuweather.com,sanjose--Sun Jan 31 23:30:00 2010,Mostly Cloudy ,46,59,60,10,5
weather.msn.com,sanjose--Sun Jan 31 23:30:00 2010,Mostly Cloudy,46,59,61,10,5
www.climaton.com,sanjose--Sun Jan 31 23:30:00 2010,mostly cloudy,46 8,67,57 14,10,3
www.nytimes.com,sanjose--Sun Jan 31 23:30:00 2010,,,54,61 16 ,10,8
www.accuweather.com,portland--Mon Feb 1 18:30:00 2010,Cloudy ,38,88,41,10,0
weather.msn.com,portland--Mon Feb 1 18:30:00 2010,Cloudy,37,87,41,10,0
weather.cnn.com,portland--Mon Feb 1 18:30:00 2010,Cloudy ,,92,40,,6
weather.msn.com,detroit--Tue Feb 2 19:05:00 2010,Snow,23,80,28,2,7
weather.cnn.com,detroit--Tue Feb 2 19:05:00 2010,Flurries ,,80,28,,7
www.climaton.com,detroit--Tue Feb 2 19:05:00 2010,light snow,23 -5,80,28 -2,2.5,7
igoogle.wunderground.com,newyork--Tue Feb 2 13:35:00 2010,Clear,15,50,31.1,10,Calm
www.weatherforyou.com,newyork--Tue Feb 2 13:35:00 2010, Clear,9,43, 28 -2 ,10,
www.accuweather.com,sanfrancisco--Sun Jan 31 03:35:00 2010,Partly Cloudy ,49,85,53,10,12
weather.msn.com,sanfrancisco--Sun Jan 31 03:35:00 2010,Partly Cloudy,48,87,52,10,6
weather.cnn.com,sanfrancisco--Sun Jan 31 03:35:00 2010, Partly Cloudy ,,85,53,,12
www.nytimes.com,sanfrancisco--Sun Jan 31 03:35:00 2010,Partly Cloudy,,86,52 11 ,10,5
www.climaton.com,sanfrancisco--Sun Jan 31 03:35:00 2010,clear sky,48 9,77,55 13,10,9
weather.cnn.com,fortworth--Sat Jan 30 23:00:00 2010,Cloudy ,,74,29,,9
weather.herald.com,fortworth--Sat Jan 30 23:00:00 2010, Overcast,23,75,30,10,10
www2.foxnews.com,fortworth--Sat Jan 30 23:00:00 2010,Cloudy ,22,70,29,10,9
weather.msn.com,jacksonville--Wed Feb 3 21:50:00 2010,Cloudy,45,76,52,10,7
weather.cnn.com,jacksonville--Wed Feb 3 21:50:00 2010, Partly Sunny ,,66,55,,9
www.weatherforyou.com,jacksonville--Wed Feb 3 21:50:00 2010, Bkh,45,75,53 12 ,,1
www2.foxnews.com,jacksonville--Wed Feb 3 21:50:00 2010,Mostly Cloudy ,43,69,53,10,10
www.accuweather.com,columbus--Thu Feb 4 08:15:00 2010,Light Fog ,22,84,26,3,0
weather.msn.com,columbus--Thu Feb 4 08:15:00 2010,Winter storm watchFog,21,80,27,3,0
weather.cnn.com,columbus--Thu Feb 4 08:15:00 2010,Fog ,,92,25,,0
www.climaton.com,columbus--Thu Feb 4 08:15:00 2010,clear sky,23 -5,93,25 -4,1.5,0
igoogle.wunderground.com,lasvegas--Sat Jan 30 07:00:00 2010,Mostly Cloudy,33,64,44.6,10,Calm
www.nytimes.com,lasvegas--Sat Jan 30 07:00:00 2010,,,65,48 9 ,10,5
weather.herald.com,lasvegas--Sat Jan 30 07:00:00 2010, Mostly Cloudy,36,61,49,10,
igoogle.wunderground.com,sanantonio--Sun Jan 31 10:55:00 2010,Overcast,28,74,34.9,6,5.8
weather.msn.com,sanantonio--Sun Jan 31 10:55:00 2010,Clear,30,93,32,10,7
weather.cnn.com,sanantonio--Sun Jan 31 10:55:00 2010, Clear ,,92,31,,3
www.weatherforyou.com,sanantonio--Sun Jan 31 10:55:00 2010, Clear,28,74, 35 2 ,,6
www2.foxnews.com,sanantonio--Sun Jan 31 10:55:00 2010,Mostly Clear,28,82,33,9,7
www.accuweather.com,phoenix--Tue Feb 2 19:05:00 2010,Clouds And Sun ,37,42,60,10,5
weather.msn.com,phoenix--Tue Feb 2 19:05:00 2010,Mostly Cloudy,37,41,61,10,5
www.climaton.com,phoenix--Tue Feb 2 19:05:00 2010,mostly cloudy,37 3,42,61 16,10,5
igoogle.wunderground.com,sanjose--Tue Feb 2 15:00:00 2010,Mostly Cloudy,46,99,46,10,Calm
weather.herald.com,sanjose--Tue Feb 2 15:00:00 2010, Mostly Cloudy,43,86,47,10,
igoogle.wunderground.com,jacksonville--Tue Feb 2 04:05:00 2010,Light Rain,54,91,56.3,7,Calm
www.weatherforyou.com,jacksonville--Tue Feb 2 04:05:00 2010, Overcast,53,89, 56 13 ,,1
weather.herald.com,jacksonville--Tue Feb 2 04:05:00 2010, Light Rain,54,89,57,7,8
www2.foxnews.com,jacksonville--Tue Feb 2 04:05:00 2010,Cloudy ,53,87,57,10,7
www.accuweather.com,chicago--Wed Feb 3 01:20:00 2010,Cloudy ,27,85,31,4,6
weather.cnn.com,chicago--Wed Feb 3 01:20:00 2010,Flurries ,,86,30,,5
www.climaton.com,chicago--Wed Feb 3 01:20:00 2010,light snow,27 -3,86,30 -1,3,6
www.accuweather.com,sanfrancisco--Mon Feb 1 09:45:00 2010,Mostly Cloudy ,47,85,51,10,0
weather.msn.com,sanfrancisco--Mon Feb 1 09:45:00 2010,Mostly Cloudy,45,81,50,10,0
www.climaton.com,sanfrancisco--Mon Feb 1 09:45:00 2010,mostly cloudy,46 8,82,52 11,10,0
www.nytimes.com,sanfrancisco--Mon Feb 1 09:45:00 2010,,,87,50 10 ,10,2
www.accuweather.com,chicago--Tue Feb 2 00:30:00 2010,Cloudy ,16,55,30,7,7
weather.msn.com,chicago--Tue Feb 2 00:30:00 2010,Haze,18,59,30,6,8
weather.cnn.com,chicago--Tue Feb 2 00:30:00 2010,Cloudy ,,55,30,,5
igoogle.wunderground.com,oklahomacity--Sat Jan 30 07:45:00 2010,Overcast,10,61,20.8,10,6
www.weatherforyou.com,oklahomacity--Sat Jan 30 07:45:00 2010, Overcast,15,76, 21 -6 ,,
weather.herald.com,oklahomacity--Sat Jan 30 07:45:00 2010, Overcast,15,85,19,10,16
www2.foxnews.com,oklahomacity--Sat Jan 30 07:45:00 2010,Cloudy ,19,85,22,7,9
www.climaton.com,columbus--Sat Jan 30 20:10:00 2010,clear sky,14-Jul,57,19 -7,10,13
www.nytimes.com,columbus--Sat Jan 30 20:10:00 2010,Mostly Cloudy,,45,22 -6 ,10,15
weather.msn.com,losangeles--Sat Jan 30 14:55:00 2010,High Surf AdvisoryClear,45,76,52,7,0
weather.cnn.com,losangeles--Sat Jan 30 14:55:00 2010, Clear ,,79,51,,0
www.weatherforyou.com,losangeles--Sat Jan 30 14:55:00 2010, Clear,45,77, 52 11 ,7,
www2.foxnews.com,losangeles--Sat Jan 30 14:55:00 2010,Mostly Clear,47,83,52,5,0
igoogle.wunderground.com,houston--Wed Feb 3 10:25:00 2010,Mostly Cloudy,47,83,51.9,10,5
weather.herald.com,houston--Wed Feb 3 10:25:00 2010, Mostly Cloudy,45,77,52,10,10
www.accuweather.com,baltimore--Fri Jan 29 12:00:00 2010,Some Clouds ,0,43,19,10,6
weather.msn.com,baltimore--Fri Jan 29 12:00:00 2010,Mostly Cloudy,0,42,19,10,6
weather.cnn.com,baltimore--Fri Jan 29 12:00:00 2010, Intermittent Clouds ,,43,19,,6
www.climaton.com,baltimore--Fri Jan 29 12:00:00 2010,normal,0 -18,38,21 -6,,
weather.msn.com,philadelphia--Thu Feb 4 02:30:00 2010,Mostly Cloudy,27,65,37,10,7
weather.cnn.com,philadelphia--Thu Feb 4 02:30:00 2010, Partly Cloudy ,,66,35,,6
www.nytimes.com,philadelphia--Thu Feb 4 02:30:00 2010,Mostly Cloudy,,69,35 2 ,10,3
www.climaton.com,philadelphia--Thu Feb 4 02:30:00 2010,clear sky,25 -4,64,36 2,10,6
www.accuweather.com,lasvegas--Fri Jan 29 15:50:00 2010,Some Clouds ,33,73,41,10,3
weather.msn.com,lasvegas--Fri Jan 29 15:50:00 2010,Clear,32,70,41,10,3
weather.cnn.com,lasvegas--Fri Jan 29 15:50:00 2010, Intermittent Clouds ,,73,41,,3
www.climaton.com,lasvegas--Fri Jan 29 15:50:00 2010,mostly cloudy,34 1,75,41 5,10,3
weather.cnn.com,sandiego--Mon Feb 1 01:40:00 2010, Partly Sunny ,,71,59,,8
www.weatherforyou.com,sandiego--Mon Feb 1 01:40:00 2010, Partly Cloudy,51,74, 59 15 ,,2
www2.foxnews.com,sandiego--Mon Feb 1 01:40:00 2010,Partly Cloudy ,49,67,60,10,10
weather.msn.com,fortworth--Sun Jan 31 05:00:00 2010,Cloudy,23,80,28,10,6
weather.cnn.com,fortworth--Sun Jan 31 05:00:00 2010,Cloudy ,,78,29,,6
www.weatherforyou.com,fortworth--Sun Jan 31 05:00:00 2010, Overcast,23,75, 30 -1 ,10,
weather.herald.com,fortworth--Sun Jan 31 05:00:00 2010, Overcast,23,78,29,10,8
www2.foxnews.com,fortworth--Sun Jan 31 05:00:00 2010,Cloudy ,23,74,29,10,6
www.weatherforyou.com,sanjose--Thu Jan 28 17:10:00 2010, Mist,39,89, 42 6 ,,
www2.foxnews.com,sanjose--Thu Jan 28 17:10:00 2010,Partly Cloudy,45,100,45,5,3
www.accuweather.com,oklahomacity--Sat Jan 30 18:00:00 2010,Cloudy ,15,76,22,7,12
www.nytimes.com,oklahomacity--Sat Jan 30 18:00:00 2010,Cloudy,,76,22 -6 ,7,12
igoogle.wunderground.com,phoenix--Sat Jan 30 21:30:00 2010,Mostly Cloudy,40,37,66.5,10,1
weather.herald.com,phoenix--Sat Jan 30 21:30:00 2010, Mostly Cloudy,36,35,64,10,7
www2.foxnews.com,phoenix--Sat Jan 30 21:30:00 2010,Mostly Cloudy ,36,38,62,10,7
weather.cnn.com,boston--Mon Feb 1 22:10:00 2010, Mostly Sunny ,,29,34,,16
www.weatherforyou.com,boston--Mon Feb 1 22:10:00 2010, Partly Cloudy,5,29, 34 1 ,10,16
www.accuweather.com,elpaso--Sun Jan 31 04:20:00 2010,Some Clouds ,34,67,44,10,3
www.climaton.com,elpaso--Sun Jan 31 04:20:00 2010,mostly cloudy,34 1,61,46 8,10,7
www.nytimes.com,elpaso--Sun Jan 31 04:20:00 2010,,,67,44 7 ,10,3
igoogle.wunderground.com,boston--Sat Jan 30 12:40:00 2010,Scattered Clouds,-11,43,7,10,17
weather.herald.com,boston--Sat Jan 30 12:40:00 2010, Scattered Clouds,-12,44,6,10,14
www.accuweather.com,seattle--Thu Feb 4 12:40:00 2010,Partly Cloudy ,37,79,43,10,5
weather.msn.com,seattle--Thu Feb 4 12:40:00 2010,Mostly Cloudy,39,87,43,10,0
weather.cnn.com,seattle--Thu Feb 4 12:40:00 2010,Cloudy ,,88,44,,0
www.climaton.com,seattle--Thu Feb 4 12:40:00 2010,mostly cloudy,39 4,87,43 6,10,0
igoogle.wunderground.com,charlotte--Sun Jan 31 08:00:00 2010,Partly Cloudy,17,84,21,10,Calm
weather.msn.com,charlotte--Sun Jan 31 08:00:00 2010,Winter Weather AdvisoryMostly Sunny,16,79,21,10,3
weather.cnn.com,charlotte--Sun Jan 31 08:00:00 2010, Partly Cloudy ,,77,22,,5
www.weatherforyou.com,charlotte--Sun Jan 31 08:00:00 2010, Partly Cloudy,16,81, 21 -6 ,,
www2.foxnews.com,charlotte--Sun Jan 31 08:00:00 2010,Partly Cloudy,16,73,22,10,5
igoogle.wunderground.com,denver--Sun Jan 31 15:55:00 2010,Clear,17,75,24,10,Calm
weather.herald.com,denver--Sun Jan 31 15:55:00 2010, Clear,17,72,25,10,
igoogle.wunderground.com,newyork--Mon Feb 1 17:40:00 2010,Clear,14,44,33.1,10,4
weather.herald.com,newyork--Mon Feb 1 17:40:00 2010, Clear,9,43,29,10,12
weather.msn.com,newyork--Thu Feb 4 03:10:00 2010,Clear,21,60,34,10,5
weather.cnn.com,newyork--Thu Feb 4 03:10:00 2010, Clear ,,58,34,,5
www.weatherforyou.com,newyork--Thu Feb 4 03:10:00 2010, Clear,19,56, 34 1 ,10,7
igoogle.wunderground.com,houston--Mon Feb 1 00:50:00 2010,Overcast,34,73,41.6,10,4
www.weatherforyou.com,houston--Mon Feb 1 00:50:00 2010, Overcast,33,74, 41 5 ,,
weather.herald.com,houston--Mon Feb 1 00:50:00 2010, Overcast,31,67,41,10,6
weather.msn.com,lasvegas--Mon Feb 1 05:20:00 2010,Clear,34,57,48,10,3
www.climaton.com,lasvegas--Mon Feb 1 05:20:00 2010,mostly cloudy,30 -1,41,54 12,10,0
www.weatherforyou.com,lasvegas--Mon Feb 1 05:20:00 2010, Mostly Cloudy,35,65, 46 8 ,,
www2.foxnews.com,lasvegas--Mon Feb 1 05:20:00 2010,Mostly Clear,32,52,49,10,6
igoogle.wunderground.com,philadelphia--Tue Feb 2 19:50:00 2010,Overcast,18,52,33.2,10,1
weather.cnn.com,philadelphia--Tue Feb 2 19:50:00 2010,Cloudy ,,43,33,,5
www.weatherforyou.com,philadelphia--Tue Feb 2 19:50:00 2010, Overcast,12,38, 36 2 ,10,5
www2.foxnews.com,philadelphia--Tue Feb 2 19:50:00 2010,Partly Cloudy ,11,42,32,10,8
weather.msn.com,chicago--Sun Jan 31 13:50:00 2010,Mostly Sunny,12,79,18,7,7
weather.cnn.com,chicago--Sun Jan 31 13:50:00 2010, Intermittent Clouds ,,77,16,,8
www.weatherforyou.com,chicago--Sun Jan 31 13:50:00 2010, Partly Cloudy,12,79, 18 -8 ,7,7
www2.foxnews.com,chicago--Sun Jan 31 13:50:00 2010,Mostly Cloudy,12,68,19,10,8
weather.msn.com,sanantonio--Sat Jan 30 17:55:00 2010,Clear,27,65,37,10,10
weather.cnn.com,sanantonio--Sat Jan 30 17:55:00 2010, Mostly Sunny ,,61,37,,12
www.weatherforyou.com,sanantonio--Sat Jan 30 17:55:00 2010, Clear,26,58, 40 4 ,,3
www.climaton.com,sanantonio--Sat Jan 30 17:55:00 2010,clear sky,25 -4,60,37 3,10,12
www2.foxnews.com,sanantonio--Sat Jan 30 17:55:00 2010,Mostly Sunny ,24,62,36,10,14
igoogle.wunderground.com,milwaukee--Tue Feb 2 09:55:00 2010,Light Snow,25,95,26,1.5,Calm
