tid,attribute,correct_val
jacksonville--sun jan 31 08:00:00 2010,dewpoint,41
jacksonville--sun jan 31 08:00:00 2010,visibility,10
jacksonville--sun jan 31 08:00:00 2010,humidity,74
jacksonville--sun jan 31 08:00:00 2010,windspeed,14
jacksonville--sun jan 31 08:00:00 2010,conditions,cloudy
charlotte--tue feb 2 03:25:00 2010,temperature,41
charlotte--tue feb 2 03:25:00 2010,dewpoint,23
charlotte--tue feb 2 03:25:00 2010,visibility,10
charlotte--tue feb 2 03:25:00 2010,humidity,52
charlotte--tue feb 2 03:25:00 2010,windspeed,5
charlotte--tue feb 2 03:25:00 2010,conditions,mostly clear
nashville--thu feb 4 01:35:00 2010,temperature,40.7
nashville--thu feb 4 01:35:00 2010,dewpoint,29
nashville--thu feb 4 01:35:00 2010,visibility,10
nashville--thu feb 4 01:35:00 2010,humidity,65
nashville--thu feb 4 01:35:00 2010,windspeed,7
nashville--thu feb 4 01:35:00 2010,conditions,scattered clouds
newyork--wed feb 3 01:15:00 2010,temperature,32 0
newyork--wed feb 3 01:15:00 2010,dewpoint,16
newyork--wed feb 3 01:15:00 2010,visibility,10
newyork--wed feb 3 01:15:00 2010,humidity,49
newyork--wed feb 3 01:15:00 2010,windspeed,7
newyork--wed feb 3 01:15:00 2010,conditions,overcast
newyork--sat jan 30 04:55:00 2010,temperature,18 -8
newyork--sat jan 30 04:55:00 2010,dewpoint,0
newyork--sat jan 30 04:55:00 2010,visibility,10
newyork--sat jan 30 04:55:00 2010,humidity,45
newyork--sat jan 30 04:55:00 2010,windspeed,9
newyork--sat jan 30 04:55:00 2010,conditions,clear
denver--sun jan 31 16:50:00 2010,temperature,29 -2
denver--sun jan 31 16:50:00 2010,dewpoint,19
denver--sun jan 31 16:50:00 2010,visibility,unlimited
denver--sun jan 31 16:50:00 2010,humidity,66
denver--sun jan 31 16:50:00 2010,windspeed,7
denver--sun jan 31 16:50:00 2010,conditions,mostly cloudy
fortworth--mon feb 1 12:35:00 2010,temperature,31
fortworth--mon feb 1 12:35:00 2010,dewpoint,27
fortworth--mon feb 1 12:35:00 2010,visibility,5
fortworth--mon feb 1 12:35:00 2010,humidity,86
fortworth--mon feb 1 12:35:00 2010,windspeed,0
fortworth--mon feb 1 12:35:00 2010,conditions,mostly cloudy
denver--tue feb 2 09:10:00 2010,temperature,22.7
denver--tue feb 2 09:10:00 2010,dewpoint,11
denver--tue feb 2 09:10:00 2010,visibility,10
denver--tue feb 2 09:10:00 2010,humidity,61
denver--tue feb 2 09:10:00 2010,windspeed,calm
denver--tue feb 2 09:10:00 2010,conditions,clear
denver--wed feb 3 21:05:00 2010,temperature,48
denver--wed feb 3 21:05:00 2010,dewpoint,13-sep
denver--wed feb 3 21:05:00 2010,visibility,unlimited
denver--wed feb 3 21:05:00 2010,humidity,21
denver--wed feb 3 21:05:00 2010,windspeed,9
denver--wed feb 3 21:05:00 2010,conditions,clear sky
houston--sat jan 30 20:10:00 2010,temperature,39 4
houston--sat jan 30 20:10:00 2010,dewpoint,28 -2
houston--sat jan 30 20:10:00 2010,visibility,10
houston--sat jan 30 20:10:00 2010,humidity,65
houston--sat jan 30 20:10:00 2010,windspeed,13
houston--sat jan 30 20:10:00 2010,conditions,cloudy
detroit--mon feb 1 13:15:00 2010,temperature,14 -10
detroit--mon feb 1 13:15:00 2010,dewpoint,9
detroit--mon feb 1 13:15:00 2010,visibility,10
detroit--mon feb 1 13:15:00 2010,humidity,79
detroit--mon feb 1 13:15:00 2010,windspeed,4
detroit--mon feb 1 13:15:00 2010,conditions,clear
oklahomacity--thu feb 4 10:25:00 2010,temperature,36
oklahomacity--thu feb 4 10:25:00 2010,dewpoint,34 1
oklahomacity--thu feb 4 10:25:00 2010,visibility,6
oklahomacity--thu feb 4 10:25:00 2010,humidity,85
oklahomacity--thu feb 4 10:25:00 2010,windspeed,8
oklahomacity--thu feb 4 10:25:00 2010,conditions,light rain
milwaukee--tue feb 2 23:05:00 2010,temperature,32
milwaukee--tue feb 2 23:05:00 2010,dewpoint,27 -3
milwaukee--tue feb 2 23:05:00 2010,visibility,4
milwaukee--tue feb 2 23:05:00 2010,humidity,78
milwaukee--tue feb 2 23:05:00 2010,windspeed,3
milwaukee--tue feb 2 23:05:00 2010,conditions,light snow
philadelphia--sun jan 31 17:35:00 2010,temperature,21 -6
philadelphia--sun jan 31 17:35:00 2010,dewpoint,-2
philadelphia--sun jan 31 17:35:00 2010,visibility,10
philadelphia--sun jan 31 17:35:00 2010,humidity,35
philadelphia--sun jan 31 17:35:00 2010,windspeed,7
philadelphia--sun jan 31 17:35:00 2010,conditions,mostly sunny
losangeles--thu jan 28 17:10:00 2010,temperature,51
losangeles--thu jan 28 17:10:00 2010,dewpoint,43
losangeles--thu jan 28 17:10:00 2010,visibility,10
losangeles--thu jan 28 17:10:00 2010,humidity,67
losangeles--thu jan 28 17:10:00 2010,windspeed,0
losangeles--thu jan 28 17:10:00 2010,conditions,mostly clear
denver--thu feb 4 11:55:00 2010,temperature,34
denver--thu feb 4 11:55:00 2010,dewpoint,30
denver--thu feb 4 11:55:00 2010,visibility,7
denver--thu feb 4 11:55:00 2010,humidity,88
denver--thu feb 4 11:55:00 2010,windspeed,6
denver--thu feb 4 11:55:00 2010,conditions,cloudy
sanantonio--tue feb 2 12:00:00 2010,temperature,48
sanantonio--tue feb 2 12:00:00 2010,dewpoint,45
sanantonio--tue feb 2 12:00:00 2010,visibility,0.75
sanantonio--tue feb 2 12:00:00 2010,humidity,87
sanantonio--tue feb 2 12:00:00 2010,windspeed,7
sanantonio--tue feb 2 12:00:00 2010,conditions,mist
seattle--wed feb 3 03:40:00 2010,temperature,52
seattle--wed feb 3 03:40:00 2010,dewpoint,39
seattle--wed feb 3 03:40:00 2010,visibility,10
seattle--wed feb 3 03:40:00 2010,humidity,62
seattle--wed feb 3 03:40:00 2010,windspeed,5
seattle--wed feb 3 03:40:00 2010,conditions,clear
charlotte--wed feb 3 12:45:00 2010,temperature,34
charlotte--wed feb 3 12:45:00 2010,dewpoint,34
charlotte--wed feb 3 12:45:00 2010,visibility,0
charlotte--wed feb 3 12:45:00 2010,humidity,100
charlotte--wed feb 3 12:45:00 2010,windspeed,3
charlotte--wed feb 3 12:45:00 2010,conditions,fog
newyork--fri jan 29 21:25:00 2010,temperature,26.2
newyork--fri jan 29 21:25:00 2010,dewpoint,-2
newyork--fri jan 29 21:25:00 2010,visibility,10
newyork--fri jan 29 21:25:00 2010,humidity,33
newyork--fri jan 29 21:25:00 2010,windspeed,14
newyork--fri jan 29 21:25:00 2010,conditions,clear
seattle--mon feb 1 17:00:00 2010,temperature,40
seattle--mon feb 1 17:00:00 2010,dewpoint,37
seattle--mon feb 1 17:00:00 2010,visibility,10
seattle--mon feb 1 17:00:00 2010,humidity,89
seattle--mon feb 1 17:00:00 2010,windspeed,0
seattle--mon feb 1 17:00:00 2010,conditions,clear
sanfrancisco--tue feb 2 04:55:00 2010,temperature,54 12
sanfrancisco--tue feb 2 04:55:00 2010,dewpoint,48
sanfrancisco--tue feb 2 04:55:00 2010,visibility,10
sanfrancisco--tue feb 2 04:55:00 2010,humidity,71
sanfrancisco--tue feb 2 04:55:00 2010,windspeed,7
sanfrancisco--tue feb 2 04:55:00 2010,conditions,mostly cloudy
portland--fri jan 29 16:35:00 2010,temperature,49
portland--fri jan 29 16:35:00 2010,dewpoint,36
portland--fri jan 29 16:35:00 2010,visibility,10
portland--fri jan 29 16:35:00 2010,humidity,66
portland--fri jan 29 16:35:00 2010,windspeed,13
portland--fri jan 29 16:35:00 2010,conditions,cloudy
philadelphia--sat jan 30 01:50:00 2010,temperature,22
philadelphia--sat jan 30 01:50:00 2010,dewpoint,7
philadelphia--sat jan 30 01:50:00 2010,visibility,10
philadelphia--sat jan 30 01:50:00 2010,humidity,53
philadelphia--sat jan 30 01:50:00 2010,windspeed,calm
philadelphia--sat jan 30 01:50:00 2010,conditions,clear
washington--thu feb 4 03:15:00 2010,temperature,38 3
washington--thu feb 4 03:15:00 2010,dewpoint,27
washington--thu feb 4 03:15:00 2010,visibility,10
washington--thu feb 4 03:15:00 2010,humidity,64
washington--thu feb 4 03:15:00 2010,windspeed,6
washington--thu feb 4 03:15:00 2010,conditions,partly cloudy
charlotte--mon feb 1 04:40:00 2010,temperature,28 -2
charlotte--mon feb 1 04:40:00 2010,dewpoint,25
charlotte--mon feb 1 04:40:00 2010,visibility,10
charlotte--mon feb 1 04:40:00 2010,humidity,85
charlotte--mon feb 1 04:40:00 2010,windspeed,0
charlotte--mon feb 1 04:40:00 2010,conditions,mostly clear
phoenix--fri jan 29 23:00:00 2010,temperature,64
phoenix--fri jan 29 23:00:00 2010,dewpoint,43
phoenix--fri jan 29 23:00:00 2010,visibility,10
phoenix--fri jan 29 23:00:00 2010,humidity,49
phoenix--fri jan 29 23:00:00 2010,windspeed,0
phoenix--fri jan 29 23:00:00 2010,conditions,partly cloudy
philadelphia--thu jan 28 15:35:00 2010,temperature,35.5
philadelphia--thu jan 28 15:35:00 2010,dewpoint,23
philadelphia--thu jan 28 15:35:00 2010,visibility,10
philadelphia--thu jan 28 15:35:00 2010,humidity,61
philadelphia--thu jan 28 15:35:00 2010,windspeed,2
philadelphia--thu jan 28 15:35:00 2010,conditions,overcast
portland--sat jan 30 03:25:00 2010,temperature,46
portland--sat jan 30 03:25:00 2010,dewpoint,40
portland--sat jan 30 03:25:00 2010,visibility,10
portland--sat jan 30 03:25:00 2010,humidity,67
portland--sat jan 30 03:25:00 2010,windspeed,9
portland--sat jan 30 03:25:00 2010,conditions,clear sky
seattle--sat jan 30 07:00:00 2010,temperature,48 9
seattle--sat jan 30 07:00:00 2010,dewpoint,44
seattle--sat jan 30 07:00:00 2010,visibility,10
seattle--sat jan 30 07:00:00 2010,humidity,78
seattle--sat jan 30 07:00:00 2010,windspeed,calm
seattle--sat jan 30 07:00:00 2010,conditions,overcast
newyork--sun jan 31 13:45:00 2010,temperature,14
newyork--sun jan 31 13:45:00 2010,dewpoint,-1
newyork--sun jan 31 13:45:00 2010,visibility,10
newyork--sun jan 31 13:45:00 2010,humidity,52
newyork--sun jan 31 13:45:00 2010,windspeed,6
newyork--sun jan 31 13:45:00 2010,conditions,clear
lasvegas--sat jan 30 20:45:00 2010,temperature,53.5
lasvegas--sat jan 30 20:45:00 2010,dewpoint,35
lasvegas--sat jan 30 20:45:00 2010,visibility,10
lasvegas--sat jan 30 20:45:00 2010,humidity,50
lasvegas--sat jan 30 20:45:00 2010,windspeed,calm
lasvegas--sat jan 30 20:45:00 2010,conditions,mostly cloudy
nashville--thu feb 4 03:15:00 2010,temperature,37 3
nashville--thu feb 4 03:15:00 2010,dewpoint,27
nashville--thu feb 4 03:15:00 2010,visibility,10
nashville--thu feb 4 03:15:00 2010,humidity,66
nashville--thu feb 4 03:15:00 2010,windspeed,6
nashville--thu feb 4 03:15:00 2010,conditions,clear
lasvegas--tue feb 2 13:40:00 2010,temperature,46 8
lasvegas--tue feb 2 13:40:00 2010,dewpoint,34
lasvegas--tue feb 2 13:40:00 2010,visibility,10
lasvegas--tue feb 2 13:40:00 2010,humidity,65
lasvegas--tue feb 2 13:40:00 2010,windspeed,5
lasvegas--tue feb 2 13:40:00 2010,conditions,mostly cloudy
indianapolis--thu jan 28 15:45:00 2010,temperature,14
indianapolis--thu jan 28 15:45:00 2010,dewpoint,7
indianapolis--thu jan 28 15:45:00 2010,visibility,10
indianapolis--thu jan 28 15:45:00 2010,humidity,78
indianapolis--thu jan 28 15:45:00 2010,windspeed,12
indianapolis--thu jan 28 15:45:00 2010,conditions,partly sunny
baltimore--wed feb 3 18:50:00 2010,temperature,36
baltimore--wed feb 3 18:50:00 2010,dewpoint,30
baltimore--wed feb 3 18:50:00 2010,visibility,8
baltimore--wed feb 3 18:50:00 2010,humidity,78
baltimore--wed feb 3 18:50:00 2010,windspeed,6
baltimore--wed feb 3 18:50:00 2010,conditions,normal
jacksonville--wed feb 3 19:40:00 2010,temperature,50 10
jacksonville--wed feb 3 19:40:00 2010,dewpoint,43
jacksonville--wed feb 3 19:40:00 2010,visibility,10
jacksonville--wed feb 3 19:40:00 2010,humidity,58
jacksonville--wed feb 3 19:40:00 2010,windspeed,7
jacksonville--wed feb 3 19:40:00 2010,conditions,cloudy
seattle--mon feb 1 10:30:00 2010,temperature,46 8
seattle--mon feb 1 10:30:00 2010,dewpoint,41
seattle--mon feb 1 10:30:00 2010,visibility,10
seattle--mon feb 1 10:30:00 2010,humidity,87
seattle--mon feb 1 10:30:00 2010,windspeed,6
seattle--mon feb 1 10:30:00 2010,conditions,mostly cloudy
oklahomacity--thu feb 4 06:50:00 2010,temperature,36
oklahomacity--thu feb 4 06:50:00 2010,dewpoint,34
oklahomacity--thu feb 4 06:50:00 2010,visibility,3
oklahomacity--thu feb 4 06:50:00 2010,humidity,93
oklahomacity--thu feb 4 06:50:00 2010,windspeed,9
oklahomacity--thu feb 4 06:50:00 2010,conditions,light fog
austin--tue feb 2 23:00:00 2010,temperature,50 10
austin--tue feb 2 23:00:00 2010,dewpoint,45
austin--tue feb 2 23:00:00 2010,visibility,6
austin--tue feb 2 23:00:00 2010,humidity,80
austin--tue feb 2 23:00:00 2010,windspeed,calm
austin--tue feb 2 23:00:00 2010,conditions,haze
indianapolis--thu feb 4 14:05:00 2010,temperature,27
indianapolis--thu feb 4 14:05:00 2010,dewpoint,21
indianapolis--thu feb 4 14:05:00 2010,visibility,4
indianapolis--thu feb 4 14:05:00 2010,humidity,84
indianapolis--thu feb 4 14:05:00 2010,windspeed,3
indianapolis--thu feb 4 14:05:00 2010,conditions,winter storm watchfog
chicago--mon feb 1 00:10:00 2010,temperature,29
chicago--mon feb 1 00:10:00 2010,dewpoint,12
chicago--mon feb 1 00:10:00 2010,visibility,10
chicago--mon feb 1 00:10:00 2010,humidity,41
chicago--mon feb 1 00:10:00 2010,windspeed,14
chicago--mon feb 1 00:10:00 2010,conditions,mostly cloudy
denver--mon feb 1 18:00:00 2010,temperature,43
denver--mon feb 1 18:00:00 2010,dewpoint,14-jul
denver--mon feb 1 18:00:00 2010,visibility,50
denver--mon feb 1 18:00:00 2010,humidity,17
denver--mon feb 1 18:00:00 2010,windspeed,5
denver--mon feb 1 18:00:00 2010,conditions,clear sky
elpaso--sun jan 31 20:35:00 2010,temperature,52
elpaso--sun jan 31 20:35:00 2010,dewpoint,34
elpaso--sun jan 31 20:35:00 2010,visibility,10
elpaso--sun jan 31 20:35:00 2010,humidity,50
elpaso--sun jan 31 20:35:00 2010,windspeed,0
elpaso--sun jan 31 20:35:00 2010,conditions,cloudy
columbus--sat jan 30 01:50:00 2010,temperature,13
columbus--sat jan 30 01:50:00 2010,dewpoint,5
columbus--sat jan 30 01:50:00 2010,visibility,10
columbus--sat jan 30 01:50:00 2010,humidity,65
columbus--sat jan 30 01:50:00 2010,windspeed,7
columbus--sat jan 30 01:50:00 2010,conditions,clear
losangeles--sat jan 30 17:15:00 2010,temperature,51
losangeles--sat jan 30 17:15:00 2010,dewpoint,45
losangeles--sat jan 30 17:15:00 2010,visibility,5
losangeles--sat jan 30 17:15:00 2010,humidity,79
losangeles--sat jan 30 17:15:00 2010,windspeed,0
losangeles--sat jan 30 17:15:00 2010,conditions,mostly sunny
milwaukee--thu jan 28 17:15:00 2010,temperature,7
milwaukee--thu jan 28 17:15:00 2010,dewpoint,-6 -21
milwaukee--thu jan 28 17:15:00 2010,visibility,10
milwaukee--thu jan 28 17:15:00 2010,humidity,57
milwaukee--thu jan 28 17:15:00 2010,windspeed,18
milwaukee--thu jan 28 17:15:00 2010,conditions,clear sky
washington--sat jan 30 20:45:00 2010,temperature,17.5
washington--sat jan 30 20:45:00 2010,dewpoint,15
washington--sat jan 30 20:45:00 2010,visibility,4-mar
washington--sat jan 30 20:45:00 2010,humidity,73
washington--sat jan 30 20:45:00 2010,windspeed,7
washington--sat jan 30 20:45:00 2010,conditions,snow
milwaukee--sat jan 30 20:45:00 2010,temperature,25
milwaukee--sat jan 30 20:45:00 2010,dewpoint,16
milwaukee--sat jan 30 20:45:00 2010,visibility,9
milwaukee--sat jan 30 20:45:00 2010,humidity,80
milwaukee--sat jan 30 20:45:00 2010,windspeed,calm
milwaukee--sat jan 30 20:45:00 2010,conditions,overcast
nashville--sun jan 31 01:20:00 2010,temperature,25
nashville--sun jan 31 01:20:00 2010,dewpoint,18
nashville--sun jan 31 01:20:00 2010,visibility,10
nashville--sun jan 31 01:20:00 2010,humidity,74
nashville--sun jan 31 01:20:00 2010,windspeed,13
nashville--sun jan 31 01:20:00 2010,conditions,cloudy
seattle--mon feb 1 00:55:00 2010,temperature,50
seattle--mon feb 1 00:55:00 2010,dewpoint,43
seattle--mon feb 1 00:55:00 2010,visibility,10
seattle--mon feb 1 00:55:00 2010,humidity,76
seattle--mon feb 1 00:55:00 2010,windspeed,6
seattle--mon feb 1 00:55:00 2010,conditions,cloudy
chicago--mon feb 1 03:05:00 2010,temperature,25.6
chicago--mon feb 1 03:05:00 2010,dewpoint,10
chicago--mon feb 1 03:05:00 2010,visibility,10
chicago--mon feb 1 03:05:00 2010,humidity,58
chicago--mon feb 1 03:05:00 2010,windspeed,7
chicago--mon feb 1 03:05:00 2010,conditions,partly cloudy
columbus--wed feb 3 02:55:00 2010,temperature,36
columbus--wed feb 3 02:55:00 2010,dewpoint,21
columbus--wed feb 3 02:55:00 2010,visibility,10
columbus--wed feb 3 02:55:00 2010,humidity,48
columbus--wed feb 3 02:55:00 2010,windspeed,3
columbus--wed feb 3 02:55:00 2010,conditions,cloudy
dallas--wed feb 3 06:00:00 2010,temperature,42
dallas--wed feb 3 06:00:00 2010,dewpoint,35
dallas--wed feb 3 06:00:00 2010,visibility,10
dallas--wed feb 3 06:00:00 2010,humidity,79
dallas--wed feb 3 06:00:00 2010,windspeed,calm
dallas--wed feb 3 06:00:00 2010,conditions,mostly cloudy
jacksonville--wed feb 3 18:50:00 2010,temperature,48
jacksonville--wed feb 3 18:50:00 2010,dewpoint,43 6
jacksonville--wed feb 3 18:50:00 2010,visibility,10
jacksonville--wed feb 3 18:50:00 2010,humidity,67
jacksonville--wed feb 3 18:50:00 2010,windspeed,7
jacksonville--wed feb 3 18:50:00 2010,conditions,cloudy
elpaso--wed feb 3 04:30:00 2010,temperature,54
elpaso--wed feb 3 04:30:00 2010,dewpoint,35
elpaso--wed feb 3 04:30:00 2010,visibility,10
elpaso--wed feb 3 04:30:00 2010,humidity,50
elpaso--wed feb 3 04:30:00 2010,windspeed,12
elpaso--wed feb 3 04:30:00 2010,conditions,cloudy
newyork--tue feb 2 23:05:00 2010,temperature,34
newyork--tue feb 2 23:05:00 2010,dewpoint,15
newyork--tue feb 2 23:05:00 2010,visibility,10
newyork--tue feb 2 23:05:00 2010,humidity,47
newyork--tue feb 2 23:05:00 2010,windspeed,5
newyork--tue feb 2 23:05:00 2010,conditions,mostly cloudy
oklahomacity--sun jan 31 23:25:00 2010,temperature,27
oklahomacity--sun jan 31 23:25:00 2010,dewpoint,25
oklahomacity--sun jan 31 23:25:00 2010,visibility,2.5
oklahomacity--sun jan 31 23:25:00 2010,humidity,78
oklahomacity--sun jan 31 23:25:00 2010,windspeed,5
oklahomacity--sun jan 31 23:25:00 2010,conditions,overcast
houston--sun jan 31 11:45:00 2010,temperature,34
houston--sun jan 31 11:45:00 2010,dewpoint,28
houston--sun jan 31 11:45:00 2010,visibility,10
houston--sun jan 31 11:45:00 2010,humidity,78
houston--sun jan 31 11:45:00 2010,windspeed,12
houston--sun jan 31 11:45:00 2010,conditions,cloudy
sanjose--wed feb 3 15:45:00 2010,temperature,45
sanjose--wed feb 3 15:45:00 2010,dewpoint,44
sanjose--wed feb 3 15:45:00 2010,visibility,6
sanjose--wed feb 3 15:45:00 2010,humidity,97
sanjose--wed feb 3 15:45:00 2010,windspeed,3
sanjose--wed feb 3 15:45:00 2010,conditions,mostly cloudy
houston--tue feb 2 13:40:00 2010,temperature,48
houston--tue feb 2 13:40:00 2010,dewpoint,46
houston--tue feb 2 13:40:00 2010,visibility,5
houston--tue feb 2 13:40:00 2010,humidity,93
houston--tue feb 2 13:40:00 2010,windspeed,8
houston--tue feb 2 13:40:00 2010,conditions,cloudy
sandiego--thu feb 4 08:10:00 2010,temperature,53.4
sandiego--thu feb 4 08:10:00 2010,dewpoint,50
sandiego--thu feb 4 08:10:00 2010,visibility,9
sandiego--thu feb 4 08:10:00 2010,humidity,77
sandiego--thu feb 4 08:10:00 2010,windspeed,7
sandiego--thu feb 4 08:10:00 2010,conditions,partly cloudy
phoenix--tue feb 2 17:30:00 2010,temperature,56
phoenix--tue feb 2 17:30:00 2010,dewpoint,39
phoenix--tue feb 2 17:30:00 2010,visibility,10
phoenix--tue feb 2 17:30:00 2010,humidity,53
phoenix--tue feb 2 17:30:00 2010,windspeed,6
phoenix--tue feb 2 17:30:00 2010,conditions,mostly cloudy
milwaukee--tue feb 2 11:30:00 2010,temperature,27 -3
milwaukee--tue feb 2 11:30:00 2010,dewpoint,25 -4
milwaukee--tue feb 2 11:30:00 2010,visibility,2
milwaukee--tue feb 2 11:30:00 2010,humidity,93
milwaukee--tue feb 2 11:30:00 2010,windspeed,3
milwaukee--tue feb 2 11:30:00 2010,conditions,light snow
lasvegas--thu feb 4 07:35:00 2010,temperature,50 10
lasvegas--thu feb 4 07:35:00 2010,dewpoint,35
lasvegas--thu feb 4 07:35:00 2010,visibility,10
lasvegas--thu feb 4 07:35:00 2010,humidity,56
lasvegas--thu feb 4 07:35:00 2010,windspeed,6
lasvegas--thu feb 4 07:35:00 2010,conditions,clear
jacksonville--sat jan 30 23:05:00 2010,temperature,70
jacksonville--sat jan 30 23:05:00 2010,dewpoint,66
jacksonville--sat jan 30 23:05:00 2010,visibility,10
jacksonville--sat jan 30 23:05:00 2010,humidity,83
jacksonville--sat jan 30 23:05:00 2010,windspeed,15
jacksonville--sat jan 30 23:05:00 2010,conditions,cloudy
dallas--mon feb 1 01:00:00 2010,temperature,37 3
dallas--mon feb 1 01:00:00 2010,dewpoint,28 -2
dallas--mon feb 1 01:00:00 2010,visibility,10
dallas--mon feb 1 01:00:00 2010,humidity,69
dallas--mon feb 1 01:00:00 2010,windspeed,3
dallas--mon feb 1 01:00:00 2010,conditions,cloudy
lasvegas--fri jan 29 14:15:00 2010,temperature,39.8
lasvegas--fri jan 29 14:15:00 2010,dewpoint,32
lasvegas--fri jan 29 14:15:00 2010,visibility,10
lasvegas--fri jan 29 14:15:00 2010,humidity,79
lasvegas--fri jan 29 14:15:00 2010,windspeed,calm
lasvegas--fri jan 29 14:15:00 2010,conditions,mostly cloudy
charlotte--sun jan 31 02:50:00 2010,temperature,25
charlotte--sun jan 31 02:50:00 2010,dewpoint,18
charlotte--sun jan 31 02:50:00 2010,visibility,9
charlotte--sun jan 31 02:50:00 2010,humidity,73
charlotte--sun jan 31 02:50:00 2010,windspeed,12
charlotte--sun jan 31 02:50:00 2010,conditions,light snow
elpaso--mon feb 1 05:15:00 2010,temperature,48.4
elpaso--mon feb 1 05:15:00 2010,dewpoint,35
elpaso--mon feb 1 05:15:00 2010,visibility,10
elpaso--mon feb 1 05:15:00 2010,humidity,67
elpaso--mon feb 1 05:15:00 2010,windspeed,calm
elpaso--mon feb 1 05:15:00 2010,conditions,scattered clouds
charlotte--sun jan 31 20:25:00 2010,temperature,36
charlotte--sun jan 31 20:25:00 2010,dewpoint,18
charlotte--sun jan 31 20:25:00 2010,visibility,10
charlotte--sun jan 31 20:25:00 2010,humidity,49
charlotte--sun jan 31 20:25:00 2010,windspeed,calm
charlotte--sun jan 31 20:25:00 2010,conditions,scattered clouds
memphis--sun jan 31 00:35:00 2010,temperature,28 -2
memphis--sun jan 31 00:35:00 2010,dewpoint,21
memphis--sun jan 31 00:35:00 2010,visibility,10
memphis--sun jan 31 00:35:00 2010,humidity,74
memphis--sun jan 31 00:35:00 2010,windspeed,10
memphis--sun jan 31 00:35:00 2010,conditions,mostly cloudy
seattle--tue feb 2 07:00:00 2010,temperature,44.3
seattle--tue feb 2 07:00:00 2010,dewpoint,43
seattle--tue feb 2 07:00:00 2010,visibility,10
seattle--tue feb 2 07:00:00 2010,humidity,95
seattle--tue feb 2 07:00:00 2010,windspeed,calm
seattle--tue feb 2 07:00:00 2010,conditions,light rain
boston--sat jan 30 18:00:00 2010,temperature,14
boston--sat jan 30 18:00:00 2010,dewpoint,-6
boston--sat jan 30 18:00:00 2010,visibility,10
boston--sat jan 30 18:00:00 2010,humidity,40
boston--sat jan 30 18:00:00 2010,windspeed,13
boston--sat jan 30 18:00:00 2010,conditions,partly sunny
portland--thu feb 4 06:00:00 2010,temperature,45
portland--thu feb 4 06:00:00 2010,dewpoint,41
portland--thu feb 4 06:00:00 2010,visibility,10
portland--thu feb 4 06:00:00 2010,humidity,86
portland--thu feb 4 06:00:00 2010,windspeed,17
portland--thu feb 4 06:00:00 2010,conditions,overcast
sanfrancisco--tue feb 2 15:50:00 2010,temperature,49
sanfrancisco--tue feb 2 15:50:00 2010,dewpoint,45
sanfrancisco--tue feb 2 15:50:00 2010,visibility,10
sanfrancisco--tue feb 2 15:50:00 2010,humidity,87
sanfrancisco--tue feb 2 15:50:00 2010,windspeed,calm
sanfrancisco--tue feb 2 15:50:00 2010,conditions,mostly cloudy
elpaso--wed feb 3 17:15:00 2010,temperature,43
elpaso--wed feb 3 17:15:00 2010,dewpoint,40
elpaso--wed feb 3 17:15:00 2010,visibility,6
elpaso--wed feb 3 17:15:00 2010,humidity,82
elpaso--wed feb 3 17:15:00 2010,windspeed,12
elpaso--wed feb 3 17:15:00 2010,conditions,light rain
washington--sat jan 30 11:10:00 2010,temperature,22
washington--sat jan 30 11:10:00 2010,dewpoint,4
washington--sat jan 30 11:10:00 2010,visibility,10
washington--sat jan 30 11:10:00 2010,humidity,36
washington--sat jan 30 11:10:00 2010,windspeed,8
washington--sat jan 30 11:10:00 2010,conditions,overcast
elpaso--sun jan 31 12:20:00 2010,temperature,39
elpaso--sun jan 31 12:20:00 2010,dewpoint,33
elpaso--sun jan 31 12:20:00 2010,visibility,10
elpaso--sun jan 31 12:20:00 2010,humidity,79
elpaso--sun jan 31 12:20:00 2010,windspeed,5
elpaso--sun jan 31 12:20:00 2010,conditions,overcast
charlotte--tue feb 2 16:40:00 2010,temperature,34
charlotte--tue feb 2 16:40:00 2010,dewpoint,32
charlotte--tue feb 2 16:40:00 2010,visibility,2
charlotte--tue feb 2 16:40:00 2010,humidity,95
charlotte--tue feb 2 16:40:00 2010,windspeed,9
charlotte--tue feb 2 16:40:00 2010,conditions,rain
fortworth--wed feb 3 17:15:00 2010,temperature,43
fortworth--wed feb 3 17:15:00 2010,dewpoint,34
fortworth--wed feb 3 17:15:00 2010,visibility,9
fortworth--wed feb 3 17:15:00 2010,humidity,71
fortworth--wed feb 3 17:15:00 2010,windspeed,8
fortworth--wed feb 3 17:15:00 2010,conditions,clear
fortworth--thu feb 4 06:00:00 2010,temperature,44 7
fortworth--thu feb 4 06:00:00 2010,dewpoint,37
fortworth--thu feb 4 06:00:00 2010,visibility,10
fortworth--thu feb 4 06:00:00 2010,humidity,89
fortworth--thu feb 4 06:00:00 2010,windspeed,4
fortworth--thu feb 4 06:00:00 2010,conditions,light rain
sanjose--thu feb 4 02:30:00 2010,temperature,59 15
sanjose--thu feb 4 02:30:00 2010,dewpoint,49
sanjose--thu feb 4 02:30:00 2010,visibility,10
sanjose--thu feb 4 02:30:00 2010,humidity,67
sanjose--thu feb 4 02:30:00 2010,windspeed,12
sanjose--thu feb 4 02:30:00 2010,conditions,cloudy
memphis--tue feb 2 09:10:00 2010,temperature,40
memphis--tue feb 2 09:10:00 2010,dewpoint,34
