date_symbol,high,flat_change,last,wklow,prev_close,volume,wkhigh,low,percent_change,open
stock-2011-07-08amzn,$ 218.32,1.54,$ 218.28,$ 105.80,$ 216.74,3-689-248,$ 217.80,$ 213.25,0.71%,$ 214.30
stock-2011-07-08apol,$ 49.04,0.01,$ 48.88,$ 33.75,$ 48.89,2-014-096,$ 53.61,$ 47.83,0.02%,$ 48.37
stock-2011-07-08atvi,$ 12.12,0.03,$ 12.07,$ 10.40,$ 12.04,8-712-599,$ 12.65,$ 11.85,0.25%,$ 11.96
stock-2011-07-08bbby,$ 60.16,0.17,$ 60.14,$ 35.55,$ 60.31,1-587-312,$ 60.55,$ 59.35,0.28%,$ 59.64
stock-2011-07-08bidu,$ 147.80,0.77,$ 147.78,$ 70.08,$ 147.01,7-734-975,$ 156.04,$ 140.62,0.52%,$ 143.16
stock-2011-07-08biib,$ 107.56,0.87,$ 107.39,$ 49.85,$ 106.52,1-705-782,$ 109.63,$ 105.82,0.82%,$ 107.04
stock-2011-07-08bmc,$ 56.23,0.33,$ 56.17,$ 34.47,$ 56.50,1-290-219,$ 56.55,$ 55.45,0.58%,$ 55.95
stock-2011-07-08brcm,$ 34.75,0.41,$ 34.62,$ 29.90,$ 35.03,5-009-989,$ 47.39,$ 34.19,1.17%,$ 34.66
stock-2011-07-08ca,$ 23.44,0.24,$ 23.18,$ 17.70,$ 23.42,4-246-685,$ 25.68,$ 22.935,1.02%,$ 23.11
stock-2011-07-08celg,$ 62.49,0.31,$ 61.99,$ 48.92,$ 61.68,2-722-295,$ 63.46,$ 61.29,0.5%,$ 61.49
stock-2011-07-08cern,$ 64.48,0.23,$ 64.06,$ 36.025,$ 64.29,715-106,$ 64.32,$ 63.31,0.36%,$ 63.75
stock-2011-07-08chkp,$ 58.57,0.36,$ 58.44,$ 30.04,$ 58.08,1-529-927,$ 58.40,$ 57.69,0.62%,$ 57.82
stock-2011-07-08chrw,$ 81.83,0.62,$ 81.48,$ 56.31,$ 82.10,821-254,$ 82.61,$ 81.01,0.76%,$ 81.20
stock-2011-07-08cmcsa,$ 25.615,0.07,$ 25.51,$ 16.76,$ 25.58,22-458-334,$ 27.16,$ 25.16,0.27%,$ 25.34
stock-2011-07-08cost,$ 82,0.65,$ 81.41,$ 53.485,$ 82.06,1-975-933,$ 83.95,$ 80.91,0.79%,$ 81.59
stock-2011-07-08csco,$ 15.90,0.16,$ 15.74,$ 14.78,$ 15.90,49-763-514,$ 26,$ 15.56,1.01%,$ 15.75
stock-2011-07-08ctrp,$ 45.24,0.49,$ 44.91,$ 34.50,$ 45.40,1-037-604,$ 53.16,$ 44.36,1.08%,$ 44.87
stock-2011-07-08ctsh,$ 77.61,1.24,$ 76.38,$ 52.10,$ 77.62,2-164-768,$ 83.48,$ 75.53,1.6%,$ 76.87
stock-2011-07-08ctxs,$ 82.98,0.29,$ 82.98,$ 44.25,$ 82.69,871-494,$ 88.4895,$ 81.27,0.35%,$ 81.75
stock-2011-07-08dell,$ 17.15,0.01,$ 17.14,$ 11.34,$ 17.15,14-340-764,$ 17.22,$ 16.84,0.06%,$ 16.98
stock-2011-07-08dltr,$ 70.32,0.33,$ 69.88,$ 40.60,$ 70.21,876-585,$ 70.54,$ 69.4001,0.47%,$ 69.81
stock-2011-07-08dtv,$ 53.14,0.28,$ 53.08,$ 34.84,$ 52.80,4-445-257,$ 52.93,$ 52.26,0.53%,$ 52.39
stock-2011-07-08ebay,$ 33.43,0.09,$ 33.42,$ 19.64,$ 33.33,8-349-232,$ 35.35,$ 32.84,0.27%,$ 32.96
stock-2011-07-08erts,$ 25.05,0.22,$ 25.05,$ 14.55,$ 24.83,4-251-787,$ 24.93,$ 24.49,0.89%,$ 24.58
stock-2011-07-08esrx,$ 55.28,0.26,$ 54.57,$ 41.55,$ 54.83,4-530-631,$ 60.89,$ 54.06,0.47%,$ 54.41
stock-2011-07-08expd,$ 52.71,0.54,$ 52.34,$ 34.67,$ 52.88,1-412-423,$ 57.15,$ 51.96,1.02%,$ 52.28
stock-2011-07-08expe,$ 30.68,0.43,$ 30.68,$ 18.54,$ 30.25,3-651-418,$ 30.32,$ 29.5729,1.42%,$ 29.89
stock-2011-07-08fast,$ 36.67,0.08,$ 36.63,$ 22.32,$ 36.55,1-802-441,$ 36.80,$ 35.99,0.22%,$ 36.15
stock-2011-07-08ffiv,$ 117,1.22,$ 116.42,$ 72.48,$ 117.64,1-689-585,$ 145.76,$ 114.20,1.04%,$ 115
stock-2011-07-08fisv,$ 64.95,0.61,$ 64.61,$ 44.85,$ 65.22,545-466,$ 65.41,$ 64.06,0.94%,$ 64.75
stock-2011-07-08flex,$ 6.66,0.10,$ 6.59,$ 4.86,$ 6.69,4-791-083,$ 8.50,$ 6.48,1.49%,$ 6.57
stock-2011-07-08flir,$ 34.34,0.46,$ 34.22,$ 24,$ 34.68,1-074-614,$ 37.29,$ 33.81,1.33%,$ 34.23
stock-2011-07-08fslr,$ 132.78,0.27,$ 132.60,$ 111.40,$ 132.87,1-050-370,$ 175.449,$ 130.26,0.2%,$ 130.51
stock-2011-07-08gild,$ 42.75,0.25,$ 42.44,$ 31.73,$ 42.69,4-680-599,$ 42.93,$ 42.185,0.59%,$ 42.43
stock-2011-07-08gmcr,$ 96.91,1.06,$ 96.20,$ 26.10,$ 95.14,2-098-712,$ 95.71,$ 93.822,1.11%,$ 94.16
stock-2011-07-08goog,$ 537.65,14.61,$ 531.99,$ 447.65,$ 546.60,4-751-268,$ 642.96,$ 527.27,2.67%,$ 532.95
stock-2011-07-08grmn,$ 33.83,0.14,$ 33.60,$ 26.11,$ 33.74,604-773,$ 36.42,$ 33.28,0.41%,$ 33.44
stock-2011-07-08hsic,$ 74.82,0.59,$ 74.32,$ 50.96,$ 74.91,426-010,$ 74.98,$ 73.78,0.79%,$ 74.45
stock-2011-07-08ilmn,$ 76.37,0.08,$ 76.12,$ 41.155,$ 76.04,1-407-826,$ 79.40,$ 74.69,0.11%,$ 75.06
stock-2011-07-08infy,$ 67.94,1.04,$ 67.21,$ 56.73,$ 68.25,2-299-085,$ 77.92,$ 66.40,1.52%,$ 67.09
stock-2011-07-08intc,$ 23.20,0.14,$ 23.09,$ 17.60,$ 23.23,35-398-585,$ 23.96,$ 22.81,0.6%,$ 22.99
stock-2011-07-08intu,$ 52.12,0.56,$ 51.69,$ 35.55,$ 52.25,2-704-320,$ 56.46,$ 51.23,1.07%,$ 51.87
stock-2011-07-08isrg,$ 368.98,0.45,$ 368.70,$ 246.05,$ 368.25,455-892,$ 384.49,$ 362.32,0.12%,$ 365.91
stock-2011-07-08joyg,$ 97.80,1.66,$ 97.25,$ 51.27,$ 98.91,1-255-254,$ 103.44,$ 95.90,1.68%,$ 97
stock-2011-07-08klac,$ 42.43,0.28,$ 42.25,$ 27.75,$ 42.53,3-052-805,$ 51.83,$ 41.62,0.66%,$ 42.01
stock-2011-07-08life,$ 51.61,0.50,$ 51.30,$ 41.10,$ 51.80,1-533-343,$ 57.25,$ 50.89,0.97%,$ 51.40
stock-2011-07-08linta,$ 17.76,0.05,$ 17.74,$ 10.10,$ 17.69,3-131-918,$ 18.645,$ 17.31,0.28%,$ 17.52
stock-2011-07-08lltc,$ 33.39,0.44,$ 33.08,$ 28.45,$ 33.52,1-517-269,$ 36.14,$ 32.74,1.31%,$ 33.14
stock-2011-07-08lrcx,$ 44.43,0.57,$ 44.17,$ 35.39,$ 44.74,2-024-812,$ 59.10,$ 43.75,1.27%,$ 44.34
stock-2011-07-08mat,$ 27.94,0.35,$ 27.65,$ 20.57,$ 28,3-191-741,$ 28.17,$ 27.51,1.25%,$ 27.75
stock-2011-07-08mchp,$ 38.22,0.52,$ 37.87,$ 27.46,$ 38.39,1-429-694,$ 41.50,$ 37.60,1.35%,$ 37.95
stock-2011-07-08mrvl,$ 15.45,0.02,$ 15.41,$ 13.17,$ 15.39,8-547-179,$ 22.01,$ 15.13,0.13%,$ 15.21
stock-2011-07-08msft,$ 26.98,0.15,$ 26.92,$ 23.32,$ 26.77,57-948-536,$ 29.46,$ 26.51,0.56%,$ 26.56
stock-2011-07-08mu,$ 7.79,0.14,$ 7.68,$ 6.36,$ 7.82,19-690-099,$ 11.95,$ 7.61,1.79%,$ 7.69
stock-2011-07-08mxim,$ 25.8101,0.14,$ 25.81,$ 15.67,$ 25.95,1-044-813,$ 28.44,$ 25.535,0.54%,$ 25.65
stock-2011-07-08myl,$ 25,0.08,$ 24.98,$ 16.87,$ 24.90,5-387-290,$ 25.46,$ 24.57,0.32%,$ 24.74
stock-2011-07-08nflx,$ 295.80,2.72,$ 295.14,$ 95.33,$ 292.42,2-949-967,$ 297.35,$ 287.1208,0.93%,$ 288.04
stock-2011-07-08nihd,$ 43.79,0.28,$ 43.58,$ 33.92,$ 43.86,981-156,$ 46.32,$ 42.76,0.64%,$ 43.48
stock-2011-07-08ntap,$ 53.67,0.42,$ 53.48,$ 37.04,$ 53.90,5-137-904,$ 61.02,$ 52.60,0.78%,$ 53.30
stock-2011-07-08nvda,$ 15.62,0.295,$ 15.43,$ 8.65,$ 15.725,15-406-207,$ 26.17,$ 15.30,1.88%,$ 15.52
stock-2011-07-08nwsa,$ 17.21,0.68,$ 16.75,$ 11.91,$ 17.43,39-042-588,$ 18.35,$ 16.56,3.9%,$ 17.06
stock-2011-07-08orcl,$ 33.945,0.15,$ 33.94,$ 21.66,$ 34.09,23-701-767,$ 36.50,$ 33.42,0.44%,$ 33.84
stock-2011-07-08orly,$ 65.99,0.35,$ 65.42,$ 45.65,$ 65.77,993-466,$ 66.52,$ 65.14,0.53%,$ 65.22
stock-2011-07-08payx,$ 31.55,0.30,$ 31.33,$ 24.6519,$ 31.63,2-498-336,$ 33.91,$ 31.07,0.95%,$ 31.38
stock-2011-07-08pcar,$ 52.75,1.14,$ 52.25,$ 39.77,$ 53.39,2-927-583,$ 58.75,$ 51.91,2.14%,$ 52.57
stock-2011-07-08pcln,$ 552.15,4.81,$ 552.15,$ 193,$ 547.34,1-084-262,$ 561.88,$ 535.26,0.88%,$ 538.07
stock-2011-07-08qcom,$ 59.37,0.1,$ 59.36,$ 33.25,$ 59.26,12-315-398,$ 59.84,$ 58.08,0.17%,$ 58.82
stock-2011-07-08qgen,$ 19.29,0.07,$ 19.17,$ 16.86,$ 19.24,977-245,$ 22.20,$ 19.06,0.36%,$ 19.13
stock-2011-07-08rimm,$ 29.28,0.05,$ 28.98,$ 25.82,$ 29.03,21-691-372,$ 70.54,$ 28.22,0.17%,$ 28.68
stock-2011-07-08rost,$ 81.16,1.19,$ 80.08,$ 48.71,$ 81.27,1-722-708,$ 83.11,$ 79.25,1.46%,$ 80.70
stock-2011-07-08sbux,$ 40.40,0.03,$ 40.35,$ 22.50,$ 40.32,5-580-064,$ 41.11,$ 39.819,0.07%,$ 39.88
stock-2011-07-08shld,$ 75,0.46,$ 74.68,$ 60.12,$ 74.22,336-898,$ 94.7884,$ 72.98,0.62%,$ 73
stock-2011-07-08sial,$ 75.81,0.12,$ 75.69,$ 51.44,$ 75.81,758-578,$ 76.16,$ 74.62,0.16%,$ 75.15
stock-2011-07-08sndk,$ 43.44,0.58,$ 43.04,$ 33.03,$ 43.62,4-121-716,$ 53.605,$ 42.71,1.33%,$ 42.96
stock-2011-07-08spls,$ 15.77,0.33,$ 15.57,$ 14.75,$ 15.90,12-458-534,$ 23.75,$ 15.40,2.08%,$ 15.72
stock-2011-07-08srcl,$ 92.94,0.09,$ 92.91,$ 61.02,$ 93,221-792,$ 95.71,$ 91.60,0.1%,$ 92.35
stock-2011-07-08stx,$ 16.95,0.295,$ 16.935,$ 9.84,$ 16.64,9-169-624,$ 18.35,$ 16.51,1.77%,$ 16.54
stock-2011-07-08symc,$ 19.80,0.13,$ 19.73,$ 12.04,$ 19.86,9-109-525,$ 20.50,$ 19.44,0.65%,$ 19.67
stock-2011-07-08teva,$ 49.57,0.13,$ 49.47,$ 44.86,$ 49.34,3-035-317,$ 57.08,$ 48.97,0.26%,$ 49.06
stock-2011-07-08urbn,$ 32.43,0.55,$ 32.03,$ 27.96,$ 32.58,3-246-596,$ 39.26,$ 31.85,1.69%,$ 32.06
stock-2011-07-08vmed,$ 29.43,1.14,$ 29,$ 17.28,$ 30.14,6-155-756,$ 33.32,$ 28.78,3.78%,$ 29.40
stock-2011-07-08vod,$ 26.85,0.09,$ 26.75,$ 21.53,$ 26.84,4-900-780,$ 32.70,$ 26.56,0.34%,$ 26.72
stock-2011-07-08vrsn,$ 34.49,0.20,$ 34.42,$ 26.9596,$ 34.62,1-532-529,$ 37.73,$ 34.06,0.58%,$ 34.32
stock-2011-07-08vrtx,$ 50.74,0.54,$ 50.67,$ 32,$ 50.13,955-015,$ 58.87,$ 49.22,1.08%,$ 49.88
stock-2011-07-08wcrx,$ 24.63,0.04,$ 24.62,$ 19.01,$ 24.58,1-495-358,$ 30.57,$ 24.125,0.16%,$ 24.43
stock-2011-07-08wfm,$ 64.77,0.35,$ 64.36,$ 34.04,$ 64.71,675-907,$ 66.87,$ 63.82,0.54%,$ 63.95
stock-2011-07-08wynn,$ 161.74,3.66,$ 161.15,$ 76.60,$ 157.49,2-187-674,$ 159.17,$ 154.66,2.32%,$ 155.25
stock-2011-07-08xlnx,$ 36.74,0.87,$ 36.24,$ 23.96,$ 37.11,3-920-778,$ 37.37,$ 35.77,2.34%,$ 36.66
stock-2011-07-08xray,$ 39.23,0.07,$ 39.23,$ 27.76,$ 39.16,2-070-464,$ 40.16,$ 38.47,0.18%,$ 38.82
stock-2011-07-08yhoo,$ 15.69,0.20,$ 15.61,$ 12.94,$ 15.81,14-238-227,$ 18.84,$ 15.44,1.27%,$ 15.62
stock-2011-07-11aapl,$ 359.77,5.71,$ 354,$ 235.56,$ 359.71,15-678-116,$ 364.90,$ 352.82,1.59%,$ 356.33
stock-2011-07-11adbe,$ 31.33,0.56,$ 30.98,$ 25.45,$ 31.54,3-517-877,$ 35.99,$ 30.76,1.78%,$ 31.18
stock-2011-07-11adp,$ 54.17,0.63,$ 53.87,$ 38.41,$ 54.50,1-971-752,$ 55.12,$ 53.67,1.16%,$ 54.02
stock-2011-07-11adsk,$ 39.91,1.13,$ 38.99,$ 24.40,$ 40.12,2-351-262,$ 46.15,$ 38.91,2.82%,$ 39.73
stock-2011-07-11akam,$ 31.49,0.85,$ 30.81,$ 28.69,$ 31.66,3-495-176,$ 54.65,$ 30.59,2.68%,$ 31.25
stock-2011-07-11altr,$ 47.17,0.69,$ 46.15,$ 24.48,$ 46.84,3-675-053,$ 49.59,$ 45.94,1.47%,$ 46.43
stock-2011-07-11alxn,$ 50.68,0.07,$ 50.37,$ 24.73,$ 50.30,2-289-332,$ 52.50,$ 49.59,0.14%,$ 50
stock-2011-07-11amat,$ 13.45,0.12,$ 12.98,$ 10.27,$ 13.10,19-377-016,$ 16.93,$ 12.92,0.92%,$ 13
stock-2011-07-11amgn,$ 57.50,0.74,$ 56.90,$ 50.26,$ 57.64,4-059-999,$ 61.53,$ 56.66,1.28%,$ 57.21
stock-2011-07-11amzn,$ 217.50,5.73,$ 212.55,$ 105.80,$ 218.28,3-991-503,$ 218.32,$ 211,2.63%,$ 216.74
stock-2011-07-11apol,$ 48.54,1.11,$ 47.77,$ 33.75,$ 48.88,1-482-022,$ 53.61,$ 47.45,2.27%,$ 48.30
stock-2011-07-11atvi,$ 12,0.22,$ 11.85,$ 10.40,$ 12.07,4-363-210,$ 12.65,$ 11.75,1.82%,$ 11.97
stock-2011-07-11bbby,$ 59.855,0.79,$ 59.35,$ 35.55,$ 60.14,1-479-370,$ 60.55,$ 58.98,1.31%,$ 59.49
stock-2011-07-11bidu,$ 146.99,5.38,$ 142.40,$ 70.08,$ 147.78,7-852-630,$ 156.04,$ 141.02,3.64%,$ 144.90
stock-2011-07-11biib,$ 107.64,1.96,$ 105.43,$ 50.75,$ 107.39,1-248-440,$ 109.63,$ 104.90,1.83%,$ 106.35
stock-2011-07-11bmc,$ 55.89,0.98,$ 55.19,$ 34.47,$ 56.17,1-505-712,$ 56.55,$ 54.93,1.74%,$ 55.45
stock-2011-07-11brcm,$ 34.72,0.68,$ 33.94,$ 29.90,$ 34.62,4-673-444,$ 47.39,$ 33.71,1.96%,$ 34.16
stock-2011-07-11ca,$ 23.24,0.19,$ 22.99,$ 17.70,$ 23.18,4-315-624,$ 25.68,$ 22.93,0.82%,$ 23.04
stock-2011-07-11celg,$ 61.72,0.98,$ 61.01,$ 48.92,$ 61.99,1-750-654,$ 63.46,$ 60.72,1.58%,$ 61.38
stock-2011-07-11cern,$ 64.03,1.23,$ 62.83,$ 36.025,$ 64.06,822-118,$ 64.48,$ 62.41,1.92%,$ 63.42
stock-2011-07-11chkp,$ 58.40,1.11,$ 57.33,$ 30.17,$ 58.44,2-347-086,$ 58.57,$ 57.06,1.9%,$ 58.32
stock-2011-07-11chrw,$ 80.93,1.03,$ 80.45,$ 56.59,$ 81.48,924-643,$ 82.61,$ 79.85,1.26%,$ 80.51
stock-2011-07-11cmcsa,$ 25.495,0.48,$ 25.03,$ 16.76,$ 25.51,20-162-249,$ 27.16,$ 24.90,1.88%,$ 25.28
stock-2011-07-11cost,$ 81.08,0.73,$ 80.68,$ 53.485,$ 81.41,1-545-645,$ 83.95,$ 80.44,0.9%,$ 80.70
stock-2011-07-11csco,$ 15.62,0.31,$ 15.43,$ 14.78,$ 15.74,43-134-290,$ 26,$ 15.33,1.97%,$ 15.53
stock-2011-07-11ctrp,$ 44.79,1.14,$ 43.77,$ 34.86,$ 44.91,1-621-845,$ 53.16,$ 43.46,2.54%,$ 44.33
stock-2011-07-11ctsh,$ 76.21,1.62,$ 74.76,$ 52.44,$ 76.38,1-747-667,$ 83.48,$ 74.36,2.12%,$ 75.60
stock-2011-07-11ctxs,$ 82.60,3.79,$ 79.19,$ 44.25,$ 82.98,2-053-704,$ 88.4895,$ 78.75,4.57%,$ 81.92
stock-2011-07-11dell,$ 17.05,0.49,$ 16.65,$ 11.34,$ 17.14,17-483-446,$ 17.22,$ 16.55,2.86%,$ 16.98
stock-2011-07-11dltr,$ 69.969,0.27,$ 69.61,$ 40.60,$ 69.88,934-829,$ 70.54,$ 69.20,0.39%,$ 69.46
stock-2011-07-11dtv,$ 53.05,0.27,$ 52.81,$ 34.84,$ 53.08,4-696-337,$ 53.14,$ 52.1999,0.51%,$ 52.62
stock-2011-07-11ebay,$ 34.07,0.51,$ 32.91,$ 19.73,$ 33.42,15-377-728,$ 35.35,$ 32.725,1.53%,$ 33.02
stock-2011-07-11erts,$ 24.97,0.66,$ 24.39,$ 14.60,$ 25.05,3-648-335,$ 25.05,$ 24.26,2.63%,$ 24.76
stock-2011-07-11esrx,$ 54.10,1.09,$ 53.48,$ 41.55,$ 54.57,5-750-517,$ 60.89,$ 53.39,2%,$ 54.09
stock-2011-07-11expd,$ 52.05,0.76,$ 51.58,$ 35.31,$ 52.34,1-015-668,$ 57.15,$ 51.18,1.45%,$ 51.89
stock-2011-07-11expe,$ 30.84,0.29,$ 30.39,$ 18.54,$ 30.68,4-619-632,$ 30.68,$ 30,0.95%,$ 30.26
stock-2011-07-11fast,$ 36.33,0.63,$ 36,$ 22.32,$ 36.63,2-658-656,$ 36.80,$ 35.72,1.72%,$ 36.20
stock-2011-07-11ffiv,$ 117.1692,3.64,$ 112.78,$ 72.48,$ 116.42,1-924-156,$ 145.76,$ 112.24,3.13%,$ 115.54
stock-2011-07-11fisv,$ 64.37,0.94,$ 63.67,$ 44.85,$ 64.61,565-345,$ 65.41,$ 63.55,1.45%,$ 64
stock-2011-07-11flex,$ 6.53,0.19,$ 6.40,$ 4.86,$ 6.59,3-890-951,$ 8.50,$ 6.37,2.88%,$ 6.52
stock-2011-07-11flir,$ 33.86,1.02,$ 33.20,$ 24,$ 34.22,935-140,$ 37.29,$ 33.08,2.98%,$ 33.83
stock-2011-07-11fslr,$ 130.98,5.67,$ 126.93,$ 111.40,$ 132.60,1-307-369,$ 175.449,$ 126.55,4.28%,$ 130.32
stock-2011-07-11gild,$ 42.15,1.17,$ 41.27,$ 31.73,$ 42.44,6-698-723,$ 42.93,$ 41.13,2.76%,$ 42.08
stock-2011-07-11gmcr,$ 96.42,1.60,$ 94.60,$ 26.14,$ 96.20,1-356-170,$ 96.91,$ 93.83,1.66%,$ 95.41
stock-2011-07-11goog,$ 535.98,4.71,$ 527.28,$ 447.65,$ 531.99,2-812-267,$ 642.96,$ 525.50,0.89%,$ 528.14
stock-2011-07-11grmn,$ 33.49,0.17,$ 33.43,$ 26.11,$ 33.60,710-619,$ 36.42,$ 33.12,0.51%,$ 33.32
stock-2011-07-11hsic,$ 74.02,1.03,$ 73.29,$ 50.96,$ 74.32,215-902,$ 74.98,$ 73.11,1.39%,$ 73.76
stock-2011-07-11ilmn,$ 75.59,2.33,$ 73.79,$ 41.155,$ 76.12,1-713-483,$ 79.40,$ 73.63,3.06%,$ 75.59
stock-2011-07-11infy,$ 66.02,2.11,$ 65.10,$ 56.73,$ 67.21,2-236-320,$ 77.92,$ 64.9601,3.14%,$ 65.99
stock-2011-07-11intc,$ 22.98,0.24,$ 22.85,$ 17.60,$ 23.09,33-857-198,$ 23.96,$ 22.73,1.04%,$ 22.87
stock-2011-07-11intu,$ 51.57,0.80,$ 50.89,$ 35.80,$ 51.69,1-545-822,$ 56.46,$ 50.77,1.55%,$ 51.15
stock-2011-07-11isrg,$ 368.14,6.87,$ 361.83,$ 246.05,$ 368.70,258-528,$ 384.49,$ 361.05,1.86%,$ 365.41
stock-2011-07-11joyg,$ 96.09,2.78,$ 94.47,$ 52.02,$ 97.25,1-369-078,$ 103.44,$ 93.40,2.86%,$ 95.97
stock-2011-07-11klac,$ 43.81,0.04,$ 42.29,$ 27.75,$ 42.25,5-154-988,$ 51.83,$ 42.03,0.09%,$ 42.60
stock-2011-07-11life,$ 51.20,0.91,$ 50.39,$ 41.10,$ 51.30,1-711-508,$ 57.25,$ 50.33,1.77%,$ 50.84
stock-2011-07-11linta,$ 17.62,0.25,$ 17.49,$ 10.10,$ 17.74,4-091-881,$ 18.645,$ 17.27,1.41%,$ 17.55
stock-2011-07-11lltc,$ 33.08,0.47,$ 32.61,$ 28.45,$ 33.08,1-689-807,$ 36.14,$ 32.45,1.42%,$ 32.73
stock-2011-07-11lrcx,$ 46.27,0.69,$ 44.86,$ 35.39,$ 44.17,4-366-423,$ 59.10,$ 44.41,1.56%,$ 44.84
stock-2011-07-11mat,$ 27.38,0.52,$ 27.13,$ 20.57,$ 27.65,3-801-630,$ 28.17,$ 26.99,1.88%,$ 27.35
stock-2011-07-11mchp,$ 37.98,0.39,$ 37.48,$ 27.46,$ 37.87,1-297-835,$ 41.50,$ 37.32,1.03%,$ 37.48
stock-2011-07-11mrvl,$ 15.24,0.55,$ 14.86,$ 13.17,$ 15.41,8-603-211,$ 22.01,$ 14.80,3.57%,$ 15.15
stock-2011-07-11msft,$ 26.80,0.29,$ 26.63,$ 23.32,$ 26.92,42-902-711,$ 29.46,$ 26.49,1.08%,$ 26.63
stock-2011-07-11mu,$ 7.70,0.19,$ 7.49,$ 6.36,$ 7.68,22-113-113,$ 11.95,$ 7.45,2.47%,$ 7.57
stock-2011-07-11mxim,$ 25.85,0.39,$ 25.42,$ 15.67,$ 25.81,1-238-878,$ 28.44,$ 25.28,1.51%,$ 25.49
stock-2011-07-11myl,$ 24.78,0.65,$ 24.33,$ 16.87,$ 24.98,4-093-069,$ 25.46,$ 24.265,2.6%,$ 24.74
stock-2011-07-11nflx,$ 301.50,4.40,$ 290.74,$ 95.33,$ 295.14,5-265-516,$ 297.35,$ 286.90,1.49%,$ 294.62
stock-2011-07-11nihd,$ 43.22,1.29,$ 42.29,$ 33.92,$ 43.58,1-026-802,$ 46.32,$ 42.15,2.96%,$ 43.19
stock-2011-07-11ntap,$ 53.9372,0.92,$ 52.56,$ 37.04,$ 53.48,5-132-190,$ 61.02,$ 52.15,1.72%,$ 53.05
stock-2011-07-11nvda,$ 15.20,0.54,$ 14.89,$ 8.65,$ 15.43,17-796-668,$ 26.17,$ 14.85,3.5%,$ 15.16
stock-2011-07-11nwsa,$ 16.29,1.27,$ 15.48,$ 11.91,$ 16.75,88-999-873,$ 18.35,$ 15.44,7.58%,$ 16.25
stock-2011-07-11orcl,$ 33.66,0.74,$ 33.14,$ 21.66,$ 33.88,21-516-569,$ 36.50,$ 32.90,2.18%,$ 33.66
stock-2011-07-11orly,$ 65.47,1.00,$ 64.42,$ 45.65,$ 65.42,1-233-370,$ 66.52,$ 64.11,1.53%,$ 64.91
stock-2011-07-11payx,$ 31.09,0.37,$ 30.96,$ 24.6519,$ 31.33,2-752-467,$ 33.91,$ 30.77,1.18%,$ 31.03
stock-2011-07-11pcar,$ 51.83,1.80,$ 50.45,$ 39.77,$ 52.25,3-999-147,$ 58.75,$ 49.99,3.44%,$ 51.60
stock-2011-07-11pcln,$ 548.75,15.60,$ 536.55,$ 196.70,$ 552.15,1-090-046,$ 561.88,$ 535.20,2.83%,$ 544
stock-2011-07-11qcom,$ 58.93,1.12,$ 58.24,$ 33.56,$ 59.36,12-724-590,$ 59.84,$ 57.76,1.89%,$ 58.75
stock-2011-07-11qgen,$ 18.81,0.69,$ 18.48,$ 16.86,$ 19.17,1-373-988,$ 22.20,$ 18.425,3.6%,$ 18.71
stock-2011-07-11rimm,$ 29.39,0.93,$ 28.05,$ 25.82,$ 28.98,17-155-493,$ 70.54,$ 27.97,3.21%,$ 28.72
stock-2011-07-11rost,$ 80.20,1.11,$ 78.97,$ 48.71,$ 80.08,1-442-215,$ 83.11,$ 78.61,1.39%,$ 79.60
stock-2011-07-11sbux,$ 40.29,0.61,$ 39.74,$ 22.50,$ 40.35,5-564-841,$ 41.11,$ 39.45,1.51%,$ 39.98
stock-2011-07-11shld,$ 74.36,2.14,$ 72.54,$ 60.12,$ 74.68,278-127,$ 94.7884,$ 72.08,2.87%,$ 73.86
stock-2011-07-11sial,$ 74.9399,1.95,$ 73.74,$ 51.44,$ 75.69,998-271,$ 76.16,$ 73.57,2.58%,$ 74.70
stock-2011-07-11sndk,$ 42.80,1.27,$ 41.77,$ 33.03,$ 43.04,5-653-194,$ 53.605,$ 41.30,2.95%,$ 42.55
stock-2011-07-11spls,$ 15.47,0.30,$ 15.27,$ 14.75,$ 15.57,7-190-870,$ 23.75,$ 15.18,1.93%,$ 15.41
stock-2011-07-11srcl,$ 92.31,1.51,$ 91.40,$ 61.02,$ 92.91,214-629,$ 95.71,$ 91.04,1.63%,$ 92.17
stock-2011-07-11stx,$ 16.87,0.225,$ 16.71,$ 9.84,$ 16.935,7-261-459,$ 18.35,$ 16.46,1.33%,$ 16.60
stock-2011-07-11symc,$ 19.63,0.37,$ 19.36,$ 12.04,$ 19.73,6-107-480,$ 20.50,$ 19.24,1.88%,$ 19.52
stock-2011-07-11teva,$ 49.31,0.17,$ 49.30,$ 44.86,$ 49.47,4-103-734,$ 57.08,$ 48.71,0.34%,$ 48.86
stock-2011-07-11urbn,$ 32.10,0.73,$ 31.30,$ 27.96,$ 32.03,2-596-153,$ 39.26,$ 31.14,2.28%,$ 31.70
stock-2011-07-11vmed,$ 28.66,1.09,$ 27.91,$ 17.56,$ 29,7-576-986,$ 33.32,$ 27.82,3.76%,$ 28.65
stock-2011-07-11vod,$ 26.31,0.56,$ 26.19,$ 21.53,$ 26.75,7-557-496,$ 32.70,$ 26.04,2.09%,$ 26.22
stock-2011-07-11vrsn,$ 34.34,0.60,$ 33.82,$ 26.9596,$ 34.42,1-564-206,$ 37.73,$ 33.70,1.74%,$ 34.11
stock-2011-07-11vrtx,$ 50.86,0.40,$ 50.27,$ 32,$ 50.67,1-075-142,$ 58.87,$ 49.77,0.79%,$ 50.22
